638423035958991430,638423035958991450,2024,1,31,13,13,15,899,-0.0834631,1.723863,-0.07877344,0.002996945,-0.02579947,-0.005171105,-0.9996493
638423035959177880,638423035959177900,2024,1,31,13,13,15,917,-0.0834595,1.723946,-0.07874244,0.002933791,-0.02575724,-0.005098433,-0.9996509
638423035959322150,638423035959322180,2024,1,31,13,13,15,932,-0.08350357,1.723904,-0.07871182,0.002973618,-0.02583268,-0.005215946,-0.9996483
638423035959500380,638423035959500400,2024,1,31,13,13,15,950,-0.08348185,1.723846,-0.07873041,0.002965598,-0.02571684,-0.005194245,-0.9996514
638423035959678380,638423035959678400,2024,1,31,13,13,15,967,-0.08342445,1.723828,-0.07876413,0.003000172,-0.02578446,-0.005189214,-0.9996496
638423035959852650,638423035959852670,2024,1,31,13,13,15,985,-0.08340886,1.723837,-0.07874526,0.003040529,-0.025787,-0.005176919,-0.9996495
638423035960020130,638423035960020160,2024,1,31,13,13,16,2,-0.08345139,1.723833,-0.0787041,0.003041321,-0.02581442,-0.005173901,-0.9996488
638423035960187400,638423035960187420,2024,1,31,13,13,16,18,-0.08344439,1.72383,-0.07870071,0.003065113,-0.02575268,-0.005185905,-0.9996502
638423035960351250,638423035960351280,2024,1,31,13,13,16,35,-0.08340248,1.723845,-0.07872935,0.003034858,-0.0257578,-0.005163768,-0.9996504
638423035960508690,638423035960508710,2024,1,31,13,13,16,50,-0.08338746,1.723854,-0.0787178,0.002985236,-0.02581419,-0.005157275,-0.999649
638423035960657130,638423035960657150,2024,1,31,13,13,16,65,-0.08338425,1.723852,-0.07868491,0.002986824,-0.0257604,-0.005182649,-0.9996502
638423035960811040,638423035960811070,2024,1,31,13,13,16,81,-0.08337423,1.723857,-0.07866833,0.002985725,-0.02575843,-0.005187889,-0.9996503
638423035960961960,638423035960961990,2024,1,31,13,13,16,96,-0.0833759,1.723845,-0.07868762,0.003037237,-0.025833,-0.005136149,-0.9996485
638423035961109020,638423035961109040,2024,1,31,13,13,16,110,-0.08338264,1.7238,-0.07873902,0.003074209,-0.0257611,-0.00512602,-0.9996503
638423035961252260,638423035961252280,2024,1,31,13,13,16,125,-0.08340883,1.723776,-0.07873835,0.002980088,-0.0257628,-0.005173042,-0.9996503
638423035961400840,638423035961400860,2024,1,31,13,13,16,140,-0.08340696,1.723766,-0.07869616,0.002975745,-0.0257802,-0.005207921,-0.9996496
638423035961546860,638423035961546890,2024,1,31,13,13,16,154,-0.08337298,1.72377,-0.07868081,0.003016615,-0.02575248,-0.005143598,-0.9996506
638423035961686530,638423035961686560,2024,1,31,13,13,16,168,-0.08335531,1.723788,-0.07867344,0.003037683,-0.02577606,-0.00510577,-0.9996501
638423035961832130,638423035961832150,2024,1,31,13,13,16,183,-0.08337334,1.723794,-0.07871041,0.00309093,-0.02578056,-0.00514467,-0.9996496
638423035961974640,638423035961974660,2024,1,31,13,13,16,197,-0.08339357,1.72379,-0.07871835,0.003054945,-0.02573267,-0.005181727,-0.9996508
638423035962116370,638423035962116390,2024,1,31,13,13,16,211,-0.08337346,1.723779,-0.07867415,0.00297693,-0.0257725,-0.005189852,-0.99965
638423035962253260,638423035962253280,2024,1,31,13,13,16,225,-0.083345,1.723782,-0.07866339,0.003009301,-0.02572842,-0.005089806,-0.9996516
638423035962397040,638423035962397070,2024,1,31,13,13,16,239,-0.08335039,1.723802,-0.07867417,0.00302961,-0.02575435,-0.005117433,-0.9996507
638423035962539950,638423035962539970,2024,1,31,13,13,16,253,-0.08338267,1.723809,-0.07866739,0.003060487,-0.02570923,-0.005161346,-0.9996515
638423035962674440,638423035962674470,2024,1,31,13,13,16,267,-0.08341375,1.723775,-0.07866704,0.003018061,-0.02575034,-0.005204432,-0.9996504
638423035962817200,638423035962817220,2024,1,31,13,13,16,281,-0.08338016,1.723746,-0.07866672,0.003019931,-0.02574906,-0.005169373,-0.9996506
638423035962957660,638423035962957680,2024,1,31,13,13,16,295,-0.08332908,1.723733,-0.07864154,0.003067451,-0.0257567,-0.005059258,-0.9996508
638423035963097110,638423035963097130,2024,1,31,13,13,16,309,-0.08334818,1.723731,-0.07860861,0.003027524,-0.02578945,-0.005126049,-0.9996497
638423035963233060,638423035963233080,2024,1,31,13,13,16,323,-0.08340535,1.723727,-0.07857126,0.00302552,-0.02576689,-0.00517478,-0.99965
638423035963375980,638423035963376000,2024,1,31,13,13,16,337,-0.08344436,1.723751,-0.07859975,0.002997558,-0.02578382,-0.005220604,-0.9996495
638423035963515050,638423035963515080,2024,1,31,13,13,16,351,-0.08343947,1.723783,-0.07865693,0.003023847,-0.02581201,-0.005145765,-0.999649
638423035963651520,638423035963651550,2024,1,31,13,13,16,365,-0.08340988,1.723793,-0.07867503,0.003050463,-0.02576996,-0.005112879,-0.9996502
638423035963793830,638423035963793850,2024,1,31,13,13,16,379,-0.08340475,1.723786,-0.07863726,0.003030737,-0.02581945,-0.005119282,-0.9996489
638423035963934430,638423035963934460,2024,1,31,13,13,16,393,-0.08341691,1.723791,-0.07862417,0.003002238,-0.02579592,-0.005177149,-0.9996493
638423035964070200,638423035964070230,2024,1,31,13,13,16,407,-0.08342749,1.723785,-0.0786155,0.003090082,-0.02576897,-0.005162363,-0.9996499
638423035964212610,638423035964212640,2024,1,31,13,13,16,421,-0.0834426,1.723763,-0.07864824,0.003023283,-0.02579021,-0.005167802,-0.9996495
638423035964352430,638423035964352460,2024,1,31,13,13,16,435,-0.08345589,1.723719,-0.07868014,0.003046857,-0.02576669,-0.005165362,-0.99965
638423035964488590,638423035964488620,2024,1,31,13,13,16,448,-0.08346054,1.723689,-0.07867062,0.003047715,-0.02576357,-0.005190208,-0.9996499
638423035964631390,638423035964631420,2024,1,31,13,13,16,463,-0.08344671,1.723694,-0.07864933,0.002951371,-0.02571608,-0.005147966,-0.9996517
638423035964771170,638423035964771200,2024,1,31,13,13,16,477,-0.08343458,1.723695,-0.07864784,0.003010722,-0.02577888,-0.005118967,-0.9996501
638423035964910490,638423035964910510,2024,1,31,13,13,16,491,-0.08343032,1.723705,-0.07867321,0.003041353,-0.02578251,-0.005086007,-0.99965
638423035965046610,638423035965046630,2024,1,31,13,13,16,504,-0.08342969,1.723705,-0.07871911,0.003029682,-0.02576303,-0.005126616,-0.9996504
638423035965189630,638423035965189660,2024,1,31,13,13,16,518,-0.08343709,1.723697,-0.07875923,0.002980183,-0.02576192,-0.00518557,-0.9996502
638423035965333820,638423035965333840,2024,1,31,13,13,16,533,-0.08342159,1.723693,-0.0787601,0.002996932,-0.02578022,-0.005203007,-0.9996496
638423035965465380,638423035965465410,2024,1,31,13,13,16,546,-0.08338064,1.723704,-0.07876205,0.002998011,-0.0257822,-0.005117333,-0.9996501
638423035965605500,638423035965605520,2024,1,31,13,13,16,560,-0.08337039,1.723707,-0.07874907,0.003026328,-0.02580878,-0.005075478,-0.9996495
638423035965744900,638423035965744930,2024,1,31,13,13,16,574,-0.08339733,1.723696,-0.07875032,0.003029345,-0.02581199,-0.005157723,-0.999649
638423035965881300,638423035965881320,2024,1,31,13,13,16,588,-0.0834378,1.723692,-0.07877233,0.003004503,-0.02580926,-0.005191346,-0.9996489
638423035966024800,638423035966024830,2024,1,31,13,13,16,602,-0.08344612,1.723687,-0.07878835,0.003066229,-0.02576579,-0.005156248,-0.99965
638423035966163510,638423035966163530,2024,1,31,13,13,16,616,-0.08343917,1.723698,-0.07879303,0.003025363,-0.02578945,-0.0051332,-0.9996497
638423035966302630,638423035966302650,2024,1,31,13,13,16,630,-0.08343399,1.723693,-0.07877999,0.003049225,-0.02576433,-0.005107224,-0.9996504
638423035966435280,638423035966435300,2024,1,31,13,13,16,643,-0.08344397,1.723697,-0.0787594,0.003003439,-0.02578595,-0.005168529,-0.9996496
638423035966578240,638423035966578270,2024,1,31,13,13,16,657,-0.08346468,1.723704,-0.07878612,0.003041024,-0.02578713,-0.005155735,-0.9996496
638423035966717230,638423035966717250,2024,1,31,13,13,16,671,-0.08346444,1.723722,-0.07884386,0.003020858,-0.02576606,-0.005155472,-0.9996501
638423035966854180,638423035966854200,2024,1,31,13,13,16,685,-0.08347914,1.723737,-0.0788645,0.003053608,-0.02579582,-0.005097817,-0.9996496
638423035966996660,638423035966996680,2024,1,31,13,13,16,699,-0.08350676,1.723737,-0.07884552,0.002993458,-0.02581966,-0.005178175,-0.9996487
638423035967137290,638423035967137310,2024,1,31,13,13,16,713,-0.08352071,1.72373,-0.07881581,0.003010208,-0.0257712,-0.005191793,-0.9996499
638423035967273350,638423035967273380,2024,1,31,13,13,16,727,-0.08350566,1.723732,-0.07881851,0.003051029,-0.02576727,-0.005158174,-0.9996501
638423035967415630,638423035967415660,2024,1,31,13,13,16,741,-0.08349985,1.723726,-0.07886381,0.003032368,-0.02579407,-0.005107496,-0.9996497
638423035967555410,638423035967555440,2024,1,31,13,13,16,755,-0.08351219,1.7237,-0.07888489,0.003040328,-0.0258211,-0.005115153,-0.9996489
638423035967693820,638423035967693840,2024,1,31,13,13,16,769,-0.08353639,1.723689,-0.07887721,0.003058398,-0.0258012,-0.005151852,-0.9996492
638423035967830600,638423035967830630,2024,1,31,13,13,16,783,-0.08355743,1.723701,-0.07887698,0.003055592,-0.02577423,-0.005162219,-0.9996499
638423035967971070,638423035967971090,2024,1,31,13,13,16,797,-0.08353642,1.723702,-0.07887056,0.003059235,-0.02576922,-0.005174347,-0.9996499
638423035968110620,638423035968110660,2024,1,31,13,13,16,811,-0.08351025,1.723703,-0.07884657,0.00306018,-0.02581291,-0.005081572,-0.9996492
638423035968246560,638423035968246580,2024,1,31,13,13,16,824,-0.08348054,1.723705,-0.07885315,0.003011881,-0.02575651,-0.005154017,-0.9996504
638423035968386580,638423035968386610,2024,1,31,13,13,16,838,-0.08347937,1.723707,-0.0788577,0.003051295,-0.0257806,-0.005139339,-0.9996498
638423035968527390,638423035968527420,2024,1,31,13,13,16,852,-0.08346698,1.723719,-0.07885887,0.003028642,-0.02575658,-0.005188862,-0.9996502
638423035968664510,638423035968664530,2024,1,31,13,13,16,866,-0.0834583,1.723728,-0.07885639,0.003076757,-0.0257521,-0.005127605,-0.9996505
638423035968804380,638423035968804410,2024,1,31,13,13,16,880,-0.08344755,1.723739,-0.07884948,0.00297492,-0.02577415,-0.005124661,-0.9996503
638423035968942730,638423035968942750,2024,1,31,13,13,16,894,-0.08345932,1.723721,-0.0788276,0.002995272,-0.02579756,-0.005118304,-0.9996496
638423035969078820,638423035969078850,2024,1,31,13,13,16,907,-0.08346915,1.723708,-0.07883549,0.003009152,-0.02575544,-0.005185743,-0.9996503
638423035969222040,638423035969222060,2024,1,31,13,13,16,922,-0.08347636,1.723695,-0.07883265,0.003031342,-0.02579306,-0.005172476,-0.9996494
638423035969361600,638423035969361620,2024,1,31,13,13,16,936,-0.08346638,1.723698,-0.07881079,0.002992849,-0.02581729,-0.005104812,-0.9996492
638423035969498820,638423035969498850,2024,1,31,13,13,16,949,-0.08345926,1.723702,-0.07880103,0.003007799,-0.02577328,-0.0051611,-0.99965
638423035969633300,638423035969633330,2024,1,31,13,13,16,963,-0.0834586,1.723707,-0.07879349,0.003048027,-0.02574824,-0.005144039,-0.9996506
638423035969776610,638423035969776630,2024,1,31,13,13,16,977,-0.08345219,1.723709,-0.07880635,0.003052489,-0.02581364,-0.005168786,-0.9996488
638423035969916750,638423035969916770,2024,1,31,13,13,16,991,-0.08344305,1.723707,-0.07881257,0.003073612,-0.02577495,-0.005150118,-0.9996498
638423035970051020,638423035970051040,2024,1,31,13,13,17,5,-0.08344248,1.723707,-0.07881299,0.002980593,-0.0257996,-0.005198014,-0.9996492
