t_unity_shifted,x_unity,y_unity,z_unity,qx_unity,qy_unity,qz_unity,qw_unity
0.344168032389323,0.001854075,1.145769,0.01129967,0.01397181,-0.01516074,-0.006206222,0.9997682
0.358084048014323,0.001856191,1.145755,0.01138418,0.01407699,-0.01521595,-0.006418813,0.9997646
0.371694887858073,0.001861984,1.145757,0.01147247,0.01422885,-0.01515847,-0.006457257,0.999763
0.385977114420573,0.001883235,1.145778,0.01155463,0.01418278,-0.01505592,-0.006478905,0.9997651
0.399931277018229,0.001948776,1.145796,0.01160548,0.01421365,-0.01497558,-0.006583884,0.9997652
0.413832033854167,0.002024289,1.145809,0.01165056,0.01422426,-0.01481179,-0.006670168,0.9997669
0.427450503092448,0.002098123,1.145826,0.01168263,0.01417045,-0.01447161,-0.006762371,0.999772
0.441618288736979,0.002153579,1.145823,0.01170944,0.01393599,-0.01423573,-0.006835281,0.9997782
0.455618227701823,0.002218712,1.145884,0.01173125,0.01347906,-0.01401612,-0.006857895,0.9997874
0.469213808756511,0.002276301,1.146007,0.01174059,0.0127602,-0.01393234,-0.006914254,0.9997976
0.483435000162761,0.002322523,1.146136,0.011727,0.01207406,-0.01379305,-0.007122811,0.9998066
0.497373903971354,0.002376519,1.146282,0.0116767,0.01145276,-0.01368117,-0.007173867,0.9998151
0.510893191080729,0.002414145,1.146411,0.01159022,0.0108584,-0.01364938,-0.007144923,0.9998224
0.525045717936198,0.002444847,1.146586,0.01147056,0.009902741,-0.01369034,-0.006992817,0.9998328
0.539144839029948,0.002466083,1.146876,0.01133669,0.008252713,-0.01373829,-0.006633504,0.9998496
0.552938784342448,0.002501706,1.147242,0.01119501,0.006177657,-0.01385375,-0.006419465,0.9998644
0.566511477213542,0.00251952,1.147768,0.01091515,0.003971331,-0.01392222,-0.006467007,0.9998744
0.580740298014323,0.002561534,1.14808,0.01065233,0.001937359,-0.01395379,-0.006465152,0.9998799
0.594694460611979,0.002589341,1.148394,0.01033714,-2.342841E-06,-0.01403059,-0.006392324,0.9998811
0.608297671061198,0.002596458,1.148771,0.01003441,-0.001910529,-0.01421734,-0.006223852,0.9998778
0.622473086100261,0.002640013,1.149237,0.009733985,-0.00425773,-0.01454559,-0.006136475,0.9998663
0.636450136881511,0.002643974,1.149673,0.009382912,-0.006940143,-0.014617,-0.006050237,0.9998509
0.650030459147136,0.002703642,1.150125,0.008997591,-0.009584703,-0.01484069,-0.006030689,0.9998258
0.664221132975261,0.002750292,1.150551,0.008603017,-0.01220723,-0.01494894,-0.0059461,0.9997961
0.678076113444011,0.002819002,1.151072,0.00818716,-0.01480459,-0.01503183,-0.00592296,0.9997599
0.691603029947917,0.002838509,1.151678,0.007785441,-0.01777088,-0.01500624,-0.006091497,0.9997109
0.705747927408854,0.002875281,1.152268,0.007343085,-0.02113236,-0.0150953,-0.006175146,0.9996437
0.719854677897136,0.002942545,1.152842,0.006930432,-0.02465995,-0.01529428,-0.006352526,0.9995587
0.733724917154948,0.003005909,1.153494,0.006483584,-0.02817766,-0.01530834,-0.006384983,0.9994653
0.747396792154948,0.003080554,1.154243,0.006050108,-0.03214392,-0.01519868,-0.006347878,0.9993476
0.761358584147136,0.003145864,1.154966,0.005577352,-0.03631582,-0.01509866,-0.006400107,0.9992058
0.775366152506511,0.003238352,1.155677,0.00510854,-0.04054597,-0.01495784,-0.006570241,0.9990442
0.788969362955729,0.003357483,1.156371,0.004591794,-0.0446693,-0.01473352,-0.006724441,0.9988706
0.803129519205729,0.003463401,1.157123,0.004055677,-0.04876528,-0.01446879,-0.006723179,0.9986829
0.817068423014323,0.003553549,1.157957,0.003495212,-0.05328015,-0.01412455,-0.006594892,0.9984579
0.830648745279948,0.003653251,1.158816,0.002941921,-0.05813881,-0.01386917,-0.006578208,0.9981905
0.844854677897136,0.003727162,1.159687,0.00232248,-0.06317069,-0.01352875,-0.006554835,0.9978896
0.858938540201823,0.003820637,1.160495,0.001681635,-0.06830029,-0.01318538,-0.006535908,0.9975563
0.872610415201823,0.003970694,1.161362,0.001025029,-0.07333308,-0.01279665,-0.006452846,0.9972045
0.886236513834636,0.004099434,1.16226,0.0003322532,-0.07862692,-0.01219311,-0.006237405,0.9968101
0.900457705240886,0.004225861,1.16318,-0.0003463025,-0.08414896,-0.01162647,-0.006168049,0.9963663
0.914503420572917,0.004370023,1.164135,-0.001079617,-0.08993693,-0.0111936,-0.006127324,0.9958658
0.927877749186198,0.004481282,1.165121,-0.001841357,-0.09576425,-0.0107035,-0.006102755,0.9953278
0.94211419938151,0.004631417,1.166165,-0.002628796,-0.1018154,-0.01030372,-0.006070848,0.9947315
0.956114138346354,0.004719583,1.167188,-0.003426038,-0.1079551,-0.009716664,-0.006198247,0.994089
0.969717348795573,0.004850945,1.168155,-0.004268355,-0.1142377,-0.00936384,-0.006314336,0.9933892
0.984007204752604,0.004996831,1.169061,-0.005151104,-0.120193,-0.008990951,-0.006320339,0.9926897
0.99802240250651,0.00516887,1.169991,-0.006059907,-0.1260204,-0.008645369,-0.006285422,0.9919701
1.0116179835612,0.005339378,1.170943,-0.006972301,-0.1318152,-0.008126864,-0.006589994,0.9912191
1.02582391617839,0.005515032,1.171913,-0.007914673,-0.1377748,-0.007724349,-0.006827189,0.99041
1.03986200211589,0.005633486,1.172761,-0.008898802,-0.1435326,-0.007375401,-0.007073706,0.9895929
1.05376275895182,0.005750107,1.173576,-0.009884203,-0.1489283,-0.007043369,-0.007242692,0.9887964
1.06741937516276,0.005908003,1.174431,-0.01088735,-0.1541531,-0.006621462,-0.007449649,0.9879968
1.0815642726237,0.006091332,1.175359,-0.01189289,-0.1598198,-0.006198216,-0.00773811,0.9870964
1.09559472916667,0.006198913,1.176293,-0.01296711,-0.1655159,-0.005627551,-0.008213334,0.9861569
1.10921319840495,0.006389288,1.176866,-0.01397366,-0.1715638,-0.005513395,-0.008394445,0.9851218
1.1234343898112,0.006567825,1.177665,-0.01501069,-0.1766946,-0.005326704,-0.008514759,0.9842145
1.13737329361979,0.006709622,1.17853,-0.01608738,-0.1823139,-0.00499472,-0.008429005,0.9831915
1.1510222804362,0.006863486,1.179544,-0.0171347,-0.188242,-0.004539107,-0.008680592,0.9820738
1.16522821305339,0.006989775,1.180526,-0.01830133,-0.1947448,-0.00427333,-0.008931004,0.980804
1.17926629899089,0.007119451,1.181353,-0.01940577,-0.2011147,-0.004112103,-0.00930458,0.9795149
1.19312127945964,0.007256461,1.182137,-0.02055611,-0.2070199,-0.0038856,-0.009431485,0.9782836
1.20667108414714,0.007408172,1.182963,-0.02171711,-0.2126015,-0.003564689,-0.009431748,0.977087
1.22092279313151,0.00755083,1.183806,-0.02289853,-0.2182883,-0.00327111,-0.009314253,0.9758344
1.23499902604167,0.007650658,1.184656,-0.02406496,-0.2242126,-0.003033672,-0.009222052,0.974492
1.2485335719401,0.007733515,1.18543,-0.02524453,-0.2303107,-0.003063613,-0.00939389,0.973067
1.26277765152995,0.007817117,1.186087,-0.02644261,-0.2361437,-0.003127125,-0.009570617,0.971666
1.27681573746745,0.00789438,1.186727,-0.02762729,-0.2413385,-0.003254327,-0.009535349,0.9703888
1.29031976578776,0.007958142,1.187311,-0.02879627,-0.2464507,-0.00326456,-0.00958415,0.9691024
1.30463250992839,0.007989516,1.187963,-0.02994721,-0.2513691,-0.003102185,-0.00970471,0.9678377
1.31864770768229,0.008034766,1.188591,-0.03110592,-0.2563928,-0.003123641,-0.009673002,0.9665192
1.33207544205729,0.008059517,1.189135,-0.03223852,-0.2613098,-0.003349401,-0.00945642,0.9652029
1.34638818619792,0.008071588,1.189642,-0.03333301,-0.2658767,-0.003743116,-0.009160759,0.9639562
1.36038812516276,0.008068591,1.190173,-0.03443874,-0.2702889,-0.003941054,-0.009021114,0.9627289
1.3742888819987,0.008027134,1.190681,-0.03555226,-0.2746731,-0.004245592,-0.00892708,0.9614869
1.38784631608073,0.008011965,1.191255,-0.03664587,-0.2791563,-0.004710219,-0.008925719,0.9601926
1.40209039567057,0.008013606,1.191824,-0.03776459,-0.284047,-0.005138697,-0.009114197,0.9587533
1.41617425797526,0.007964702,1.19237,-0.03886341,-0.288892,-0.005322186,-0.009388386,0.9573008
1.4296859156901,0.007924873,1.192886,-0.03995824,-0.2937374,-0.005543615,-0.009290728,0.9558249
1.44389947770182,0.007886296,1.193383,-0.04107828,-0.2983753,-0.005936534,-0.00915966,0.9543862
1.45784601090495,0.007860534,1.193912,-0.04220272,-0.3030225,-0.006174694,-0.008927593,0.9529216
1.47150262711589,0.007800598,1.194468,-0.0433357,-0.3078164,-0.006315428,-0.008690742,0.9513851
1.48576196549479,0.007782102,1.19506,-0.04450138,-0.3129425,-0.006542381,-0.008516528,0.9497114
1.49966272233073,0.007731453,1.195555,-0.04568242,-0.3181683,-0.006668147,-0.008395255,0.9479736
1.51363214371745,0.007716199,1.19603,-0.04684002,-0.3232456,-0.006877245,-0.008295414,0.9462538
1.52727350113932,0.007712448,1.196518,-0.04802204,-0.3282132,-0.007009286,-0.008380131,0.9445405
1.5413802516276,0.007665852,1.19706,-0.04919299,-0.3330821,-0.007045107,-0.008662003,0.9428318
1.55534967301432,0.007648703,1.197612,-0.05042898,-0.3380958,-0.007178998,-0.008843381,0.9410428
1.56893762467448,0.007660937,1.198123,-0.05168715,-0.3430907,-0.007312565,-0.008930516,0.9392313
1.58323511002604,0.007683516,1.198676,-0.05291674,-0.3480631,-0.007585837,-0.008880457,0.9373984
1.59726556656901,0.007669449,1.199131,-0.05412002,-0.353099,-0.007682144,-0.00894442,0.9355117
1.61079248307292,0.00766287,1.199609,-0.05528758,-0.3579077,-0.007761106,-0.009064334,0.9336808
1.62491449235026,0.007673621,1.200036,-0.05653242,-0.3626162,-0.007805756,-0.009036607,0.9318621
1.63889154313151,0.007655649,1.200447,-0.05775457,-0.3671979,-0.007863653,-0.009194374,0.9300641
1.6528304469401,0.007661087,1.200804,-0.05902016,-0.371689,-0.007933338,-0.009248229,0.9282774
1.66642602799479,0.00769111,1.201205,-0.0602753,-0.3762485,-0.008088414,-0.009398856,0.9264358
1.68055566666667,0.00769827,1.201577,-0.061611,-0.3807467,-0.008072752,-0.009644358,0.9245939
1.69462427018229,0.007680783,1.201921,-0.06292783,-0.3853457,-0.008100063,-0.009950694,0.9226831
1.70818170426432,0.007656382,1.202272,-0.06418737,-0.3897827,-0.008324799,-0.01003409,0.9208146
1.72234948990885,0.007704049,1.202598,-0.0654622,-0.3942013,-0.008685914,-0.009831282,0.9189305
1.73645624039714,0.007727161,1.202947,-0.06681041,-0.398367,-0.008890669,-0.009704546,0.9171317
1.74989160416667,0.007750804,1.203285,-0.06809836,-0.4027025,-0.009011495,-0.009644589,0.9152358
1.76414331315104,0.007777939,1.203538,-0.06940232,-0.4068576,-0.009108819,-0.009808071,0.9133936
1.77800592301432,0.007799674,1.203731,-0.07065728,-0.4112182,-0.009264523,-0.009985378,0.9114352
1.79163202164714,0.00778815,1.20399,-0.07186597,-0.4154366,-0.009534342,-0.01004028,0.9095168
1.80585321305339,0.007859631,1.204266,-0.07310899,-0.4197874,-0.009833375,-0.01009524,0.9075131
1.8198455226237,0.007933194,1.204525,-0.0743988,-0.4240495,-0.009863351,-0.01025693,0.9055272
1.83380731461589,0.008013735,1.204773,-0.07559501,-0.4283282,-0.009803993,-0.01024486,0.903512
1.84732660172526,0.008046232,1.204961,-0.07685536,-0.4322314,-0.009714465,-0.01044453,0.9016499
1.86153253434245,0.008086869,1.205116,-0.07807921,-0.4359739,-0.009771236,-0.01032367,0.899847
1.87552484391276,0.008115595,1.205249,-0.07923636,-0.4394336,-0.009932651,-0.01015337,0.8981628
1.88912805436198,0.008187903,1.205348,-0.08037861,-0.442752,-0.01009549,-0.01008265,0.8965306
1.90326532242839,0.008258233,1.205436,-0.08151442,-0.4459132,-0.010103,-0.01018996,0.8949612
1.91731866715495,0.008274909,1.20558,-0.08265707,-0.4492361,-0.01001411,-0.01048075,0.8932955
1.93087610123698,0.008309221,1.205691,-0.08383,-0.4526893,-0.01013767,-0.01077793,0.8915456
1.94508203385417,0.008348411,1.205785,-0.08501597,-0.456216,-0.01038362,-0.01106422,0.8897397
1.95917352555339,0.008405043,1.205843,-0.08618706,-0.4597104,-0.01062941,-0.01136971,0.8879325
1.97305902360026,0.008497175,1.205885,-0.0873815,-0.4631153,-0.01079336,-0.01171126,0.8861549
1.98657831070964,0.008578354,1.205896,-0.08862339,-0.4665561,-0.01079445,-0.01176265,0.8843476
2.00083764908854,0.008662885,1.205957,-0.08986816,-0.4699591,-0.01093763,-0.0118664,0.8825407
2.01479944108073,0.008699939,1.205962,-0.09111592,-0.4733108,-0.01120341,-0.01201378,0.8807424
2.0283187281901,0.00876664,1.205965,-0.09234548,-0.4765398,-0.01149383,-0.01219003,0.8789933
2.04244073746745,0.008792065,1.205868,-0.0935859,-0.4797023,-0.01164623,-0.01230036,0.8772679
2.05647882340495,0.008850235,1.20578,-0.09489258,-0.4829776,-0.01189571,-0.01239667,0.8754641
2.07002099869792,0.008903319,1.205737,-0.09615794,-0.4864569,-0.01209244,-0.012748,0.8735279
2.08415063736979,0.00898546,1.205657,-0.09749153,-0.4900145,-0.012372,-0.01316357,0.8715272
2.09806665299479,0.009096069,1.205634,-0.09883861,-0.4936391,-0.01259044,-0.01353944,0.8694704
2.11164697526042,0.009125991,1.205632,-0.1001049,-0.4971986,-0.0126962,-0.01392896,0.8674321
2.12592157242839,0.009151639,1.205538,-0.1013469,-0.5004878,-0.01308202,-0.01415166,0.8655291
2.13989862320964,0.009189636,1.205485,-0.102537,-0.5034871,-0.01358539,-0.01440282,0.8637759
2.15538629410807,0.009157838,1.205477,-0.1036046,-0.5061147,-0.01411508,-0.01481059,0.8622235
2.16718896744792,0.009187477,1.205411,-0.1047,-0.5083336,-0.01461508,-0.01519418,0.8609022
2.18108972428385,0.00921114,1.205342,-0.1056982,-0.5102196,-0.01496527,-0.01553248,0.8597737
2.19514306901042,0.009198317,1.205305,-0.1065546,-0.5119825,-0.01525913,-0.01549323,0.8587206
2.2087386500651,0.009178434,1.20512,-0.1074375,-0.5134407,-0.01565486,-0.01530209,0.8578458
2.22291406510417,0.009145627,1.204929,-0.1082968,-0.5149948,-0.01630139,-0.01504919,0.8569062
2.23684533951823,0.009150499,1.204867,-0.1090398,-0.5165962,-0.01705275,-0.0150009,0.8559279
2.25041040299479,0.00917149,1.204723,-0.1097826,-0.5183399,-0.01763838,-0.01528222,0.8548562
2.2646697413737,0.009211157,1.20459,-0.1104962,-0.5200508,-0.01808164,-0.01570808,0.8537995
2.27863916276042,0.009243844,1.204452,-0.111143,-0.5217935,-0.01848761,-0.01598136,0.8527218
2.29243310807292,0.009293539,1.204305,-0.1118277,-0.5235366,-0.01898404,-0.0162396,0.8516368
2.3060286891276,0.009366123,1.204133,-0.1124434,-0.5253254,-0.01941837,-0.01667456,0.8505164
2.32026513932292,0.009391159,1.204084,-0.1130015,-0.5270168,-0.01964658,-0.0170559,0.8494565
2.33411249039714,0.009461932,1.203982,-0.1136096,-0.5285814,-0.01978671,-0.01747703,0.848472
2.34766992447917,0.009493778,1.203871,-0.1141925,-0.5302374,-0.01983849,-0.01806434,0.8474246
2.36191400406901,0.009604992,1.203734,-0.1148304,-0.5320395,-0.0201564,-0.01858751,0.8462755
2.37599023697917,0.009659501,1.203574,-0.1154816,-0.5341225,-0.02033793,-0.01908805,0.8449469
2.38947137711589,0.009737931,1.203504,-0.1160149,-0.5359622,-0.02062483,-0.01942185,0.8437665
2.40354761002604,0.009764533,1.203358,-0.1164483,-0.5374312,-0.02083261,-0.01976245,0.8428186
2.41769250748698,0.009803193,1.203222,-0.1167843,-0.5385304,-0.02112894,-0.0201248,0.8421007
2.43126520035807,0.009857478,1.203169,-0.1170539,-0.5392187,-0.0213896,-0.02059012,0.8416423
2.44537958024089,0.00997051,1.203136,-0.1173257,-0.5397851,-0.02144298,-0.02098243,0.8412681
2.45924219010417,0.01010552,1.203037,-0.1176967,-0.5404044,-0.02137859,-0.02120082,0.8408666
2.47321924088542,0.01020187,1.203085,-0.1178913,-0.540957,-0.02137905,-0.02135331,0.8405073
2.48677667496745,0.01025224,1.203132,-0.1180128,-0.5412101,-0.02160252,-0.02151327,0.8403345
2.50092157242839,0.01027404,1.203142,-0.1180433,-0.5411243,-0.02188008,-0.02165505,0.8403789
2.5149138819987,0.01025937,1.203154,-0.1180023,-0.540733,-0.02199592,-0.02178016,0.8406246
2.5284636866862,0.01023052,1.203077,-0.1180079,-0.5404079,-0.02205387,-0.02159962,0.8408368
2.54256280777995,0.01020447,1.202992,-0.1180117,-0.5399851,-0.02231034,-0.02138173,0.8411072
2.55657800553385,0.01017493,1.203039,-0.1179026,-0.5396032,-0.02257431,-0.02149181,0.8413424
2.57016595719401,0.01013693,1.203025,-0.117776,-0.5389853,-0.02278922,-0.02170685,0.841727
2.58431085465495,0.01010866,1.203024,-0.1175818,-0.538139,-0.02294955,-0.02194132,0.8422579
2.59836419938151,0.0100845,1.203039,-0.1173017,-0.5370556,-0.0232021,-0.02186373,0.8429442
2.61186822770182,0.01001504,1.203096,-0.1169084,-0.5361075,-0.02353493,-0.02172587,0.8435419
2.62608178971354,0.00997298,1.203124,-0.1165052,-0.5351127,-0.02406659,-0.0217227,0.8441584
2.64005884049479,0.009868404,1.203233,-0.1159512,-0.5338067,-0.02456685,-0.02185359,0.8449671
2.6539290797526,0.009757856,1.203297,-0.1153613,-0.5319843,-0.02486341,-0.02199046,0.8461035
2.66746362565104,0.009651361,1.203444,-0.1146715,-0.5299125,-0.02503444,-0.02165908,0.847406
2.68157037613932,0.009571282,1.203565,-0.1139585,-0.5278573,-0.0252161,-0.02115678,0.848695
2.69563135026042,0.009516636,1.203651,-0.1131349,-0.5260433,-0.0255403,-0.02078835,0.84982
2.70916589615885,0.009434586,1.203756,-0.1121561,-0.5240351,-0.0258846,-0.02125079,0.851038
2.72327264664714,0.009341117,1.203804,-0.111164,-0.5218531,-0.02604678,-0.02185532,0.8523574
2.73719629166667,0.009217523,1.203883,-0.110139,-0.5193001,-0.02611687,-0.02233865,0.8539007
2.75083764908854,0.009137552,1.204017,-0.109033,-0.5164942,-0.02617346,-0.02241528,0.8555971
2.76498254654948,0.009110847,1.204056,-0.107922,-0.5136932,-0.0261965,-0.02229727,0.8572841
2.77892145035807,0.009084553,1.204084,-0.1067946,-0.5109219,-0.02614724,-0.0224654,0.8589357
2.79283746598307,0.008970663,1.204188,-0.105564,-0.5080544,-0.0261819,-0.02292996,0.8606216
2.80650934098307,0.008875154,1.204261,-0.1042779,-0.5050942,-0.02632698,-0.02333979,0.8623469
2.82050165055339,0.008757252,1.204249,-0.1029542,-0.5018143,-0.02640248,-0.02367121,0.8642482
2.8345931422526,0.008667836,1.204312,-0.1015203,-0.4981222,-0.02648748,-0.02379347,0.8663756
2.84812005875651,0.008646404,1.204329,-0.1001007,-0.4942404,-0.02647801,-0.02386225,0.8685942
2.86224206803385,0.008617185,1.204342,-0.0987272,-0.4902092,-0.02619553,-0.02402081,0.8708798
2.87618860123698,0.008532196,1.204471,-0.09723633,-0.4863065,-0.02578685,-0.02426224,0.8730707
2.88984521744792,0.00840022,1.204454,-0.09568541,-0.4822042,-0.02560113,-0.02462319,0.8753385
2.90396722672526,0.008300932,1.20442,-0.09407266,-0.4778769,-0.02551135,-0.02466997,0.8777097
2.91785272477214,0.008242182,1.204405,-0.09246486,-0.4732392,-0.02525324,-0.02455931,0.8802294
2.93158563492839,0.008224055,1.204315,-0.0909462,-0.4688451,-0.02491006,-0.02441401,0.8825915
2.94561609147135,0.008158466,1.204271,-0.08941132,-0.4645076,-0.02456353,-0.02452527,0.8848886
2.95945581315104,0.008044638,1.204167,-0.08781944,-0.4602441,-0.02441463,-0.02473511,0.8871119
2.97335656998698,0.008010654,1.204002,-0.08625828,-0.4558218,-0.024435,-0.02483317,0.889389
2.98715051529948,0.008007262,1.203835,-0.08467016,-0.4513305,-0.02424914,-0.02496217,0.891678
3.00124963639323,0.007980885,1.203755,-0.08310603,-0.4467283,-0.02369603,-0.02524198,0.8939995
3.01500543473307,0.007898645,1.203589,-0.08155773,-0.4422602,-0.02320483,-0.02570499,0.896218
3.02873834488932,0.007824821,1.203464,-0.07993584,-0.4377496,-0.02307973,-0.02599653,0.8984246
3.04280694840495,0.007801788,1.203235,-0.07826872,-0.4332569,-0.02324025,-0.02600417,0.9005955
3.0567611110026,0.00772728,1.202976,-0.07658523,-0.4282695,-0.02340763,-0.02615592,0.9029692
3.07056268570964,0.0076783,1.202818,-0.07481349,-0.4231361,-0.02344358,-0.02639294,0.9053782
3.0846160304362,0.007625207,1.20257,-0.07309523,-0.4178568,-0.02332085,-0.02642335,0.9078291
3.09847864029948,0.007501038,1.202335,-0.0713685,-0.4123735,-0.02322906,-0.02629723,0.910339
3.1121810328776,0.007441543,1.202091,-0.06951874,-0.4068003,-0.02344598,-0.02604915,0.9128446
3.12630304215495,0.007352583,1.201631,-0.06771395,-0.4005953,-0.02367713,-0.02611436,0.9155768
3.14018854020182,0.0073351,1.201142,-0.06583959,-0.3937741,-0.02391699,-0.02616024,0.9185236
3.15412744401042,0.0072308,1.20075,-0.06386261,-0.3865633,-0.02372778,-0.0260272,0.9215901
3.16781457779948,0.007169889,1.200259,-0.06193426,-0.3793556,-0.02370351,-0.0255602,0.9245941
3.18181451676432,0.007071845,1.199673,-0.05999631,-0.3720571,-0.02375841,-0.02497132,0.9275697
3.1956771266276,0.006937709,1.199059,-0.05794093,-0.3647198,-0.02403287,-0.02474213,0.9304783
3.20929559586589,0.006844239,1.198322,-0.05593719,-0.3569057,-0.02421482,-0.02489077,0.9334948
3.22340234635417,0.006775495,1.197673,-0.05393118,-0.348811,-0.024048,-0.02503631,0.93655
3.2373031031901,0.006689973,1.197124,-0.05193253,-0.3409081,-0.02364172,-0.02461203,0.939477
3.25099023697917,0.006623648,1.19652,-0.0499505,-0.3335677,-0.02342573,-0.02404192,0.9421284
3.26504358170573,0.006539837,1.195915,-0.04794631,-0.326552,-0.0233866,-0.02360224,0.9445951
3.27891382096354,0.006411085,1.19521,-0.04584726,-0.3194975,-0.02324529,-0.02363467,0.9470071
3.29276880143229,0.006334789,1.194355,-0.04376691,-0.3119462,-0.02293867,-0.02386509,0.949523
3.30648645279948,0.00627115,1.193559,-0.04174204,-0.3038536,-0.02232437,-0.02385842,0.9521583
3.32046350358073,0.006209105,1.192878,-0.03978911,-0.2961215,-0.02167357,-0.02296386,0.9546283
3.33441766617839,0.006152643,1.192234,-0.03787801,-0.2891442,-0.0212459,-0.02190319,0.9567991
3.34807428238932,0.006086413,1.191661,-0.03594612,-0.2826969,-0.02083918,-0.02155744,0.9587406
3.36211999772135,0.005992411,1.19093,-0.034023,-0.2766912,-0.02021614,-0.02206416,0.9604928
3.37608178971354,0.00591163,1.190116,-0.03209871,-0.2702097,-0.01954319,-0.02264007,0.9623369
3.38977655289714,0.005840763,1.189244,-0.03019061,-0.2634134,-0.0188471,-0.02268664,0.9642321
3.40384515641276,0.005748294,1.188434,-0.02845146,-0.2561499,-0.01809624,-0.02231219,0.9662101
3.41768487809245,0.005707953,1.18776,-0.02674496,-0.2495811,-0.01763863,-0.02143298,0.967956
3.43136438248698,0.005653676,1.187107,-0.02505247,-0.2436795,-0.0171472,-0.02085626,0.9694799
3.44558557389323,0.005589984,1.186364,-0.02332917,-0.2379261,-0.01673134,-0.02091036,0.970914
3.45933374283854,0.005506026,1.18543,-0.02159008,-0.2318665,-0.01630904,-0.02131937,0.9723772
3.47313531754557,0.005395314,1.184415,-0.01985386,-0.2251486,-0.01595455,-0.02156542,0.9739551
3.48668512223307,0.005271604,1.183352,-0.01824339,-0.2177613,-0.0156215,-0.02151288,0.9756399
3.50066217301432,0.005153375,1.182288,-0.01663684,-0.2101577,-0.01542525,-0.02118164,0.9773163
3.5144256007487,0.005019428,1.18121,-0.01501333,-0.2024035,-0.01536622,-0.02082553,0.9789602
3.52798303483073,0.004866226,1.180066,-0.01339641,-0.1944143,-0.01546592,-0.02057843,0.9805817
3.54200586197917,0.004653404,1.178873,-0.01179435,-0.1862742,-0.01565914,-0.02054261,0.9821582
3.55597528336589,0.004511224,1.177678,-0.01020633,-0.1779871,-0.01600857,-0.02039289,0.9836913
3.56954034684245,0.004333589,1.176447,-0.008636569,-0.169573,-0.01633575,-0.0201746,0.9851757
3.58362420914714,0.004189607,1.175239,-0.007050096,-0.1612571,-0.0166348,-0.02010355,0.9865674
3.59724267838542,0.003997223,1.174044,-0.005440911,-0.152952,-0.01672503,-0.02019892,0.9878857
3.61088403580729,0.003821233,1.172756,-0.003825843,-0.1447259,-0.01679145,-0.02027224,0.9891217
3.62495263932292,0.003673825,1.171378,-0.002204078,-0.1362278,-0.01697013,-0.02008186,0.9903287
3.63875421402995,0.003500178,1.170057,-0.000582341,-0.1273006,-0.01703056,-0.01969157,0.9915225
3.65260156510417,0.003402397,1.168778,0.001042109,-0.1186657,-0.01722935,-0.01918254,0.9925994
3.6661589991862,0.003309399,1.167456,0.002656594,-0.1101009,-0.01738754,-0.01868979,0.9935926
