t_opti,x_opti,y_opti,z_opti,qx_opti,qy_opti,qz_opti,qw_opti
5.508333,0.134265,-0.589499,0.040184,0.373619,0.115514,-0.099403,-0.914978
5.516667,0.135162,-0.590723,0.039525,0.371498,0.115008,-0.095132,-0.916358
5.525,0.135114,-0.593512,0.041041,0.354585,0.113258,-0.094435,-0.923322
5.533333,0.135683,-0.594881,0.039459,0.361221,0.115821,-0.094686,-0.920402
5.541667,0.136036,-0.59686,0.039465,0.35542,0.115658,-0.093828,-0.922766
5.55,0.136214,-0.598817,0.039263,0.35128,0.116154,-0.094019,-0.924268
5.558333,0.136667,-0.600859,0.039077,0.346734,0.114908,-0.09235,-0.926306
5.566667,0.136941,-0.602671,0.038981,0.340533,0.115641,-0.091927,-0.928555
5.575,0.137274,-0.604683,0.0387,0.337222,0.114042,-0.090775,-0.930073
5.583333,0.137488,-0.606356,0.038636,0.331316,0.11608,-0.091555,-0.931865
5.591667,0.137792,-0.608167,0.038411,0.326663,0.116003,-0.090635,-0.933606
5.6,0.138012,-0.609948,0.038149,0.322676,0.116086,-0.09062,-0.934983
5.608333,0.138218,-0.611694,0.037884,0.31843,0.116285,-0.090267,-0.936447
5.616667,0.138582,-0.613443,0.037662,0.313409,0.115907,-0.089061,-0.938301
5.625,0.13869,-0.615311,0.037543,0.308647,0.11556,-0.090138,-0.939818
5.633333,0.138848,-0.61713,0.037233,0.304435,0.115873,-0.090225,-0.941144
5.641667,0.139109,-0.618703,0.03671,0.301309,0.116911,-0.088717,-0.942165
5.65,0.13947,-0.620656,0.036608,0.294141,0.116264,-0.087958,-0.944578
5.658333,0.139647,-0.62245,0.036292,0.289934,0.116423,-0.087972,-0.945857
5.666667,0.139592,-0.624466,0.036287,0.281917,0.117945,-0.085714,-0.948296
5.675,0.139952,-0.626213,0.035887,0.277429,0.118131,-0.084771,-0.94968
5.683333,0.140333,-0.62771,0.035347,0.275799,0.117054,-0.086434,-0.950138
5.691667,0.140388,-0.629397,0.035035,0.272051,0.117224,-0.08619,-0.95122
5.7,0.140549,-0.63115,0.034685,0.267739,0.117377,-0.085939,-0.952446
5.708333,0.140801,-0.632733,0.034273,0.2625,0.117844,-0.083606,-0.954053
5.716667,0.140879,-0.634485,0.033899,0.258167,0.118248,-0.083583,-0.955186
5.725,0.140957,-0.636323,0.033607,0.252928,0.118557,-0.083678,-0.956541
5.733333,0.141009,-0.638067,0.033231,0.248543,0.119068,-0.083555,-0.957637
5.741667,0.141054,-0.639847,0.032837,0.244037,0.119539,-0.083427,-0.958747
5.75,0.141057,-0.641587,0.032446,0.239662,0.12016,-0.083293,-0.959784
5.758333,0.141078,-0.643295,0.032047,0.235315,0.120793,-0.08296,-0.960809
5.766667,0.14113,-0.644936,0.031593,0.230447,0.121742,-0.080965,-0.962038
5.775,0.140959,-0.64681,0.031158,0.225775,0.122756,-0.081872,-0.96294
5.783333,0.14092,-0.648403,0.030725,0.220699,0.123931,-0.080044,-0.964119
5.791667,0.140682,-0.650144,0.030341,0.216763,0.12517,-0.080736,-0.964794
5.8,0.140488,-0.651771,0.029903,0.212145,0.126622,-0.080149,-0.96568
5.808333,0.140234,-0.653357,0.029456,0.207799,0.128143,-0.079564,-0.966472
5.816667,0.139905,-0.654766,0.02905,0.204105,0.129525,-0.078595,-0.967154
5.825,0.139567,-0.656221,0.028575,0.20007,0.131396,-0.077826,-0.967807
5.833333,0.139074,-0.657743,0.028088,0.196176,0.133515,-0.078324,-0.968274
5.841667,0.13858,-0.658992,0.027628,0.192896,0.135478,-0.0773,-0.968742
5.85,0.137962,-0.660347,0.027141,0.18975,0.137836,-0.07761,-0.969006
5.858333,0.137379,-0.661566,0.026649,0.186438,0.140384,-0.076736,-0.969353
5.866667,0.136681,-0.662786,0.026156,0.183174,0.14303,-0.076335,-0.96962
5.875,0.136006,-0.663933,0.025668,0.179642,0.14577,-0.075319,-0.969952
5.883333,0.135185,-0.665112,0.025198,0.176594,0.148767,-0.074917,-0.970088
5.891667,0.134325,-0.66628,0.024723,0.173448,0.152007,-0.074661,-0.970173
5.9,0.133474,-0.667348,0.024209,0.170512,0.155611,-0.073451,-0.970214
5.908333,0.13254,-0.668381,0.023698,0.167675,0.159348,-0.072246,-0.970193
5.916667,0.131504,-0.669429,0.02322,0.165286,0.163131,-0.071978,-0.969994
5.925,0.130423,-0.670465,0.022717,0.162634,0.167097,-0.071523,-0.969801
5.933333,0.129294,-0.671477,0.022205,0.159931,0.171045,-0.071154,-0.969589
5.941667,0.128112,-0.672466,0.021706,0.157576,0.175321,-0.07089,-0.96923
5.95,0.126906,-0.673443,0.021162,0.15514,0.179525,-0.070484,-0.968883
5.958333,0.125638,-0.674421,0.020638,0.152482,0.18417,-0.070009,-0.968468
5.966667,0.124349,-0.675485,0.020034,0.149469,0.18855,-0.068987,-0.968168
5.975,0.122746,-0.676595,0.019617,0.147322,0.19253,-0.069924,-0.967646
5.983333,0.121317,-0.677584,0.01902,0.144931,0.197664,-0.06963,-0.966993
5.991667,0.119921,-0.678557,0.018431,0.142342,0.202894,-0.06899,-0.96634
6,0.118454,-0.67951,0.017801,0.140023,0.208403,-0.068303,-0.965555
6.008333,0.116966,-0.680489,0.017194,0.137087,0.213954,-0.067443,-0.964822
6.016667,0.11543,-0.681493,0.016536,0.13485,0.219758,-0.067191,-0.96385
6.025,0.113878,-0.682482,0.015884,0.131821,0.225523,-0.06616,-0.963009
6.033333,0.112268,-0.683445,0.015224,0.12878,0.231308,-0.065239,-0.96211
6.041667,0.110587,-0.684531,0.01449,0.126618,0.237434,-0.06519,-0.960908
6.05,0.108948,-0.685509,0.013779,0.123528,0.243359,-0.064179,-0.959895
6.058333,0.107158,-0.686466,0.013,0.120277,0.248771,-0.063744,-0.958949
6.066667,0.105439,-0.687389,0.012269,0.118221,0.255062,-0.063559,-0.957563
6.075,0.103916,-0.6886,0.011449,0.116749,0.261814,-0.062432,-0.955994
6.083333,0.101847,-0.689494,0.010539,0.112501,0.26762,-0.062421,-0.954896
6.091667,0.100118,-0.690612,0.009758,0.112434,0.275928,-0.061284,-0.952611
6.1,0.098232,-0.691515,0.008864,0.108738,0.28203,-0.060247,-0.951318
6.108333,0.096336,-0.692493,0.007899,0.105852,0.288542,-0.059775,-0.949719
6.116667,0.094268,-0.69329,0.006796,0.10149,0.293906,-0.061337,-0.94845
6.125,0.0923,-0.69425,0.005752,0.098962,0.300769,-0.06136,-0.946562
6.133333,0.090449,-0.695147,0.004525,0.095934,0.305677,-0.06127,-0.945306
6.141667,0.088453,-0.696045,0.003204,0.094427,0.310642,-0.063054,-0.943721
6.15,0.086428,-0.697,0.002071,0.091054,0.317752,-0.061733,-0.941771
6.158333,0.084467,-0.697964,0.000849,0.088801,0.325664,-0.060574,-0.939355
6.166667,0.082439,-0.69901,-0.000366,0.085593,0.333726,-0.058604,-0.936945
6.175,0.080337,-0.699945,-0.001731,0.082853,0.340714,-0.058288,-0.934694
6.183333,0.078126,-0.701517,-0.001566,0.071847,0.362055,-0.049109,-0.928086
6.191667,0.076004,-0.702416,-0.003205,0.070108,0.36806,-0.049578,-0.925829
6.2,0.074154,-0.702739,-0.006038,0.074716,0.36413,-0.054542,-0.926743
6.208333,0.072003,-0.703715,-0.007596,0.071917,0.371702,-0.053286,-0.924027
6.216667,0.069891,-0.704685,-0.009182,0.068994,0.379746,-0.052124,-0.921041
6.225,0.067792,-0.705618,-0.010797,0.066036,0.387964,-0.050933,-0.917894
6.233333,0.065619,-0.706597,-0.012568,0.063639,0.395917,-0.050677,-0.914676
6.241667,0.063272,-0.707673,-0.01426,0.060463,0.405757,-0.05152,-0.910522
6.25,0.061107,-0.70855,-0.016148,0.058148,0.413427,-0.051331,-0.907228
6.258333,0.058985,-0.709407,-0.018048,0.055843,0.421342,-0.05067,-0.903762
6.266667,0.057098,-0.710165,-0.019873,0.052995,0.429892,-0.050581,-0.899903
6.275,0.054824,-0.711206,-0.021748,0.051715,0.439124,-0.047221,-0.895693
6.283333,0.052639,-0.71187,-0.023904,0.049162,0.445638,-0.048427,-0.892549
6.291667,0.050537,-0.712609,-0.025922,0.047491,0.453764,-0.04851,-0.888532
6.3,0.048473,-0.713356,-0.027959,0.045665,0.46191,-0.047506,-0.884476
6.308333,0.046448,-0.713999,-0.030167,0.042344,0.469814,-0.046598,-0.880517
6.316667,0.044453,-0.714612,-0.032344,0.040123,0.477921,-0.047357,-0.876207
6.325,0.042456,-0.715254,-0.034517,0.038547,0.485632,-0.045973,-0.872102
6.333333,0.040504,-0.715816,-0.036726,0.036547,0.493444,-0.045802,-0.867801
6.341667,0.038603,-0.716468,-0.03898,0.034863,0.501398,-0.046214,-0.863278
6.35,0.036928,-0.716735,-0.0411,0.031945,0.509261,-0.048799,-0.858633
6.358333,0.034864,-0.717644,-0.043159,0.031111,0.519205,-0.044072,-0.852946
6.366667,0.033043,-0.718138,-0.045363,0.029287,0.526847,-0.043769,-0.848327
6.375,0.031282,-0.718629,-0.047577,0.02743,0.534375,-0.043761,-0.843668
6.383333,0.029561,-0.719069,-0.049727,0.025719,0.541802,-0.043304,-0.838996
6.391667,0.02796,-0.719312,-0.051831,0.023604,0.549332,-0.042298,-0.834199
6.4,0.026328,-0.719772,-0.053995,0.022597,0.556112,-0.042296,-0.829723
6.408333,0.024734,-0.720209,-0.056077,0.021287,0.562834,-0.042423,-0.825206
6.416667,0.023229,-0.720538,-0.05816,0.019781,0.569319,-0.041798,-0.820815
6.425,0.021671,-0.720818,-0.060284,0.017839,0.575665,-0.042387,-0.816392
6.433333,0.020223,-0.721258,-0.06235,0.016605,0.581991,-0.040724,-0.812005
6.441667,0.01878,-0.721607,-0.064383,0.014787,0.587952,-0.04071,-0.807735
6.45,0.017473,-0.721911,-0.066407,0.013488,0.594237,-0.039736,-0.803195
6.458333,0.016211,-0.722136,-0.06847,0.014111,0.599815,-0.039333,-0.799046
6.466667,0.01496,-0.7225,-0.070437,0.012714,0.605547,-0.039117,-0.794746
6.475,0.013613,-0.723166,-0.071921,0.01162,0.616022,-0.033204,-0.786943
6.483333,0.012545,-0.723079,-0.074309,0.009905,0.616638,-0.037792,-0.786277
6.491667,0.011365,-0.723398,-0.076173,0.008675,0.621868,-0.03776,-0.782163
6.5,0.01019,-0.723743,-0.078075,0.007599,0.626792,-0.037717,-0.778236
6.508333,0.009107,-0.72406,-0.079918,0.006113,0.631975,-0.037453,-0.774059
6.516667,0.008047,-0.724316,-0.081729,0.004568,0.636915,-0.036717,-0.770046
6.525,0.007067,-0.724484,-0.083596,0.001441,0.641858,-0.036097,-0.765972
6.533333,0.00605,-0.724832,-0.085295,0.002486,0.646611,-0.035857,-0.761973
6.541667,0.005111,-0.725048,-0.087041,0.001195,0.651261,-0.035102,-0.758041
6.55,0.004156,-0.725355,-0.088798,4.5E-05,0.655597,-0.035341,-0.754284
6.558333,0.003297,-0.725547,-0.090457,-0.00096,0.660106,-0.034681,-0.750371
6.566667,0.002403,-0.725948,-0.09222,-0.003133,0.664379,-0.035207,-0.74656
6.575,0.001662,-0.726072,-0.093804,-0.003229,0.668598,-0.034604,-0.742811
6.583333,0.000822,-0.726452,-0.095397,-0.004295,0.673262,-0.034293,-0.738596
6.591667,0.0001,-0.72666,-0.096995,-0.005435,0.677393,-0.03398,-0.734816
6.6,-0.000602,-0.726843,-0.098567,-0.006696,0.681472,-0.033848,-0.73103
6.608333,-0.001233,-0.726951,-0.100186,-0.007632,0.684839,-0.034706,-0.727828
6.616667,-0.001745,-0.727105,-0.10177,-0.007225,0.689351,-0.034188,-0.723584
6.625,-0.002737,-0.727792,-0.102968,-0.015365,0.693671,-0.034719,-0.719291
6.633333,-0.003117,-0.728025,-0.104154,-0.016266,0.696897,-0.033735,-0.716193
6.641667,-0.003535,-0.727785,-0.106059,-0.010318,0.700741,-0.033876,-0.712536
6.65,-0.004095,-0.728013,-0.107496,-0.012315,0.704224,-0.033844,-0.709064
6.658333,-0.004631,-0.728285,-0.108948,-0.013334,0.707744,-0.034288,-0.70551
6.666667,-0.005468,-0.729016,-0.11001,-0.021724,0.711475,-0.034708,-0.701517
6.675,-0.005927,-0.7293,-0.111364,-0.023015,0.71464,-0.034728,-0.698251
6.683333,-0.006353,-0.729551,-0.112703,-0.024043,0.717807,-0.034846,-0.694954
6.691667,-0.006732,-0.729782,-0.113969,-0.025406,0.720867,-0.034818,-0.691732
6.7,-0.007117,-0.730055,-0.11529,-0.025994,0.723859,-0.03511,-0.688564
6.708333,-0.007498,-0.730286,-0.116548,-0.027057,0.726691,-0.035438,-0.685516
6.716667,-0.00781,-0.730467,-0.117821,-0.02789,0.729605,-0.035274,-0.682389
6.725,-0.008142,-0.730667,-0.119071,-0.029119,0.732231,-0.035671,-0.679498
6.733333,-0.008407,-0.73087,-0.120338,-0.030084,0.735011,-0.035611,-0.676451
6.741667,-0.008713,-0.731085,-0.121662,-0.030728,0.737687,-0.035972,-0.673483
6.75,-0.008979,-0.731276,-0.122917,-0.031766,0.740361,-0.03591,-0.670497
6.758333,-0.00877,-0.730848,-0.124522,-0.023924,0.742462,-0.035625,-0.668513
6.766667,-0.009002,-0.731011,-0.125795,-0.024342,0.745117,-0.035573,-0.665539
6.775,-0.00923,-0.731132,-0.12705,-0.02558,0.747575,-0.035508,-0.662735
6.783333,-0.009424,-0.731256,-0.128344,-0.026085,0.750151,-0.035203,-0.659813
6.791667,-0.00964,-0.731354,-0.129616,-0.027335,0.752695,-0.034585,-0.656892
6.8,-0.009808,-0.731445,-0.130924,-0.027876,0.755151,-0.03409,-0.654071
6.808333,-0.010007,-0.731564,-0.132273,-0.029056,0.757599,-0.033786,-0.651197
6.816667,-0.010151,-0.731623,-0.133566,-0.030009,0.759988,-0.033027,-0.648403
6.825,-0.010312,-0.731779,-0.134824,-0.030615,0.762215,-0.032586,-0.645778
6.833333,-0.010454,-0.731852,-0.136066,-0.031452,0.764438,-0.03201,-0.643134
6.841667,-0.010573,-0.731965,-0.137318,-0.03216,0.766489,-0.031623,-0.640671
6.85,-0.010701,-0.732022,-0.138544,-0.033068,0.768523,-0.031053,-0.638212
6.858333,-0.01081,-0.732116,-0.139786,-0.033786,0.770533,-0.030558,-0.63577
6.866667,-0.010915,-0.732215,-0.140984,-0.03476,0.772502,-0.029998,-0.633351
6.875,-0.010986,-0.732324,-0.142215,-0.035607,0.774434,-0.029436,-0.630966
6.883333,-0.011077,-0.732406,-0.143411,-0.036893,0.776344,-0.029092,-0.628556
6.891667,-0.01114,-0.732529,-0.144602,-0.037579,0.778273,-0.028553,-0.62615
6.9,-0.011188,-0.732633,-0.145784,-0.038342,0.780039,-0.028073,-0.623924
6.908333,-0.011033,-0.732541,-0.146958,-0.037798,0.782858,-0.025687,-0.620519
6.916667,-0.011113,-0.732618,-0.148203,-0.038176,0.784566,-0.024436,-0.618387
6.925,-0.011119,-0.732715,-0.149421,-0.038594,0.786365,-0.024013,-0.616088
6.933333,-0.011128,-0.732841,-0.150636,-0.039468,0.788134,-0.023746,-0.613778
6.941667,-0.011105,-0.732877,-0.151832,-0.040523,0.789971,-0.022893,-0.611376
6.95,-0.011022,-0.732894,-0.153001,-0.041271,0.792001,-0.02185,-0.608731
6.958333,-0.011001,-0.732975,-0.154121,-0.042349,0.793714,-0.021424,-0.606438
6.966667,-0.010955,-0.733078,-0.155269,-0.042875,0.795352,-0.021469,-0.604249
6.975,-0.010709,-0.732995,-0.156294,-0.042952,0.797807,-0.019176,-0.601075
6.983333,-0.010638,-0.733078,-0.157414,-0.043332,0.799511,-0.01895,-0.598786
6.991667,-0.010683,-0.733289,-0.158657,-0.044774,0.800659,-0.020419,-0.597096
7,-0.010592,-0.733356,-0.159805,-0.045756,0.802387,-0.02002,-0.594711
7.008333,-0.01047,-0.733483,-0.161022,-0.046717,0.804274,-0.019799,-0.592088
7.016667,-0.01027,-0.733488,-0.162145,-0.047634,0.806397,-0.018625,-0.589158
7.025,-0.010165,-0.73366,-0.163319,-0.048659,0.808134,-0.018952,-0.586679
7.033333,-0.009981,-0.733744,-0.16453,-0.049301,0.810133,-0.01884,-0.583866
7.041667,-0.009835,-0.733917,-0.165649,-0.049927,0.811837,-0.019322,-0.581424
7.05,-0.009587,-0.733861,-0.166778,-0.050523,0.814081,-0.018283,-0.57826
7.058333,-0.009444,-0.733986,-0.167935,-0.051235,0.815802,-0.018584,-0.575758
7.066667,-0.009394,-0.734233,-0.169164,-0.053833,0.817619,-0.019547,-0.572904
7.075,-0.00907,-0.734157,-0.170192,-0.054267,0.820017,-0.017647,-0.569487
7.083333,-0.008952,-0.734342,-0.171365,-0.055432,0.82151,-0.018798,-0.567182
7.091667,-0.008739,-0.734429,-0.172411,-0.055816,0.823316,-0.018518,-0.564529
7.1,-0.008516,-0.734505,-0.173391,-0.05644,0.825045,-0.018537,-0.561936
7.108333,-0.008295,-0.734584,-0.174387,-0.05695,0.826636,-0.018536,-0.55954
7.116667,-0.008061,-0.73464,-0.1753,-0.057272,0.828268,-0.018472,-0.557091
7.125,-0.007803,-0.73469,-0.176236,-0.058372,0.829741,-0.018292,-0.554786
7.133333,-0.007565,-0.734736,-0.177165,-0.058969,0.831285,-0.018074,-0.552414
7.141667,-0.007329,-0.734811,-0.178079,-0.059629,0.832685,-0.017799,-0.550239
7.15,-0.007085,-0.734847,-0.178949,-0.060258,0.834065,-0.017073,-0.5481
7.158333,-0.006818,-0.734886,-0.179825,-0.060793,0.835427,-0.01668,-0.545974
7.166667,-0.006563,-0.734908,-0.18063,-0.061491,0.836622,-0.016158,-0.544078
7.175,-0.00632,-0.734941,-0.181385,-0.06184,0.837773,-0.015847,-0.542274
7.183333,-0.006065,-0.734933,-0.182163,-0.062312,0.838789,-0.015443,-0.540659
7.191667,-0.005816,-0.734881,-0.182931,-0.062982,0.839863,-0.014894,-0.538927
7.2,-0.005583,-0.734838,-0.183705,-0.063649,0.840763,-0.014377,-0.537457
7.208333,-0.005346,-0.734779,-0.184499,-0.064221,0.841799,-0.013338,-0.535792
7.216667,-0.005082,-0.734705,-0.185295,-0.065065,0.842748,-0.012505,-0.534215
7.225,-0.004845,-0.734642,-0.186047,-0.065724,0.843743,-0.011785,-0.532578
7.233333,-0.004614,-0.734564,-0.186772,-0.06591,0.844656,-0.011327,-0.531116
7.241667,-0.004435,-0.734514,-0.187378,-0.06477,0.845651,-0.010805,-0.529682
7.25,-0.004243,-0.734453,-0.188066,-0.064898,0.846545,-0.010307,-0.528247
7.258333,-0.004028,-0.734362,-0.188832,-0.066003,0.847322,-0.010148,-0.526864
7.266667,-0.003878,-0.734312,-0.189462,-0.064859,0.848331,-0.009525,-0.525393
7.275,-0.003708,-0.734251,-0.190172,-0.065423,0.84918,-0.008933,-0.52396
7.283333,-0.003516,-0.734194,-0.190881,-0.06578,0.850114,-0.008428,-0.522407
7.291667,-0.003334,-0.734171,-0.191591,-0.066076,0.851071,-0.008222,-0.520812
7.3,-0.003138,-0.734175,-0.192277,-0.066182,0.852024,-0.007988,-0.519242
7.308333,-0.002944,-0.734163,-0.192925,-0.066209,0.852918,-0.007935,-0.517769
7.316667,-0.002746,-0.734139,-0.193586,-0.066059,0.853796,-0.007965,-0.516339
7.325,-0.002572,-0.734113,-0.194249,-0.066354,0.854649,-0.007676,-0.514891
7.333333,-0.002365,-0.734052,-0.194948,-0.066439,0.855532,-0.007331,-0.513418
7.341667,-0.002108,-0.733963,-0.195746,-0.06797,0.856301,-0.006934,-0.511938
7.35,-0.001911,-0.733948,-0.196447,-0.06831,0.85721,-0.006263,-0.510377
7.358333,-0.0017,-0.733938,-0.197124,-0.068801,0.858191,-0.005914,-0.508664
7.366667,-0.001555,-0.734001,-0.197662,-0.067897,0.859093,-0.005704,-0.507264
7.375,-0.001337,-0.734036,-0.198325,-0.069538,0.859609,-0.005715,-0.506166
7.383333,-0.001145,-0.734083,-0.198875,-0.069238,0.860353,-0.005811,-0.504941
7.391667,-0.000983,-0.734077,-0.199398,-0.069328,0.860963,-0.005749,-0.503887
7.4,-0.000856,-0.734055,-0.199873,-0.069667,0.861444,-0.005517,-0.503022
7.408333,-0.000724,-0.734029,-0.200357,-0.070028,0.862056,-0.004901,-0.501929
7.416667,-0.000604,-0.734005,-0.200768,-0.070443,0.862367,-0.004366,-0.501341
7.425,-0.000482,-0.733989,-0.201158,-0.070676,0.862765,-0.003945,-0.500626
7.433333,-0.000417,-0.734022,-0.201417,-0.070842,0.86292,-0.003838,-0.500335
7.441667,-0.000363,-0.734062,-0.201618,-0.070764,0.862964,-0.004053,-0.50027
7.45,-0.000297,-0.734102,-0.201828,-0.070285,0.863034,-0.004383,-0.500212
7.458333,-0.000259,-0.734108,-0.201996,-0.070201,0.863075,-0.004485,-0.500153
7.466667,-0.000236,-0.734118,-0.20217,-0.070354,0.863119,-0.004264,-0.500057
7.475,-0.000236,-0.734127,-0.202309,-0.070865,0.863071,-0.004037,-0.50007
7.483333,-0.000229,-0.734159,-0.20244,-0.071199,0.863056,-0.003791,-0.500051
7.491667,-0.000236,-0.734242,-0.202531,-0.071411,0.863018,-0.003734,-0.500086
7.5,-0.000254,-0.73435,-0.202579,-0.071337,0.8629,-0.003815,-0.5003
7.508333,-0.0003,-0.734447,-0.202598,-0.071085,0.862752,-0.004064,-0.500589
7.516667,-0.000338,-0.734503,-0.202617,-0.070949,0.862585,-0.004301,-0.500893
7.525,-0.000389,-0.73452,-0.202642,-0.071017,0.862414,-0.004335,-0.501179
7.533333,-0.000446,-0.734524,-0.202673,-0.071309,0.86226,-0.004165,-0.501403
7.541667,-0.000508,-0.73454,-0.202699,-0.071817,0.862062,-0.003954,-0.501673
7.55,-0.000584,-0.734585,-0.202688,-0.072105,0.861858,-0.0038,-0.501984
7.558333,-0.000685,-0.73464,-0.202639,-0.072054,0.861584,-0.003805,-0.502461
7.566667,-0.000796,-0.7347,-0.202507,-0.071705,0.86128,-0.004025,-0.50303
7.575,-0.000951,-0.734735,-0.202287,-0.071492,0.860826,-0.004435,-0.503833
7.583333,-0.001096,-0.734734,-0.202051,-0.070758,0.860415,-0.004727,-0.504635
7.591667,-0.001257,-0.734709,-0.201775,-0.070118,0.85994,-0.004771,-0.505533
7.6,-0.001469,-0.734659,-0.201451,-0.070342,0.859317,-0.004682,-0.506561
7.608333,-0.001642,-0.734638,-0.201148,-0.070008,0.858808,-0.004395,-0.507473
7.616667,-0.001892,-0.734674,-0.200655,-0.068779,0.858262,-0.004144,-0.508565
7.625,-0.00202,-0.734657,-0.200331,-0.069742,0.857472,-0.003935,-0.509767
7.633333,-0.002247,-0.734669,-0.199857,-0.069701,0.856587,-0.003857,-0.511259
7.641667,-0.002488,-0.73468,-0.199303,-0.069357,0.855592,-0.003698,-0.512969
7.65,-0.002776,-0.734682,-0.198631,-0.068113,0.854473,-0.003447,-0.515
7.658333,-0.003006,-0.734651,-0.198029,-0.068119,0.853306,-0.003245,-0.516931
7.666667,-0.003235,-0.734595,-0.197425,-0.068408,0.852124,-0.002691,-0.518843
7.675,-0.003437,-0.734541,-0.196831,-0.068323,0.850861,-0.002038,-0.520925
7.683333,-0.00367,-0.734542,-0.196141,-0.068567,0.849504,-0.001436,-0.523105
7.691667,-0.003931,-0.734538,-0.195336,-0.069041,0.847868,-0.00085,-0.525692
7.7,-0.004172,-0.734541,-0.194516,-0.06905,0.846264,-0.00046,-0.52827
7.708333,-0.004413,-0.734543,-0.193615,-0.068834,0.844539,-0.000172,-0.531052
7.716667,-0.004658,-0.734541,-0.192699,-0.068713,0.842685,0.000212,-0.534004
7.725,-0.004909,-0.734546,-0.191664,-0.0692,0.840678,0.000756,-0.537096
7.733333,-0.005152,-0.734573,-0.190604,-0.069358,0.838555,0.001068,-0.540383
7.741667,-0.005365,-0.734583,-0.189556,-0.070683,0.83626,0.001211,-0.543757
7.75,-0.005597,-0.734661,-0.188339,-0.06986,0.834114,0.00156,-0.547149
7.758333,-0.005713,-0.73464,-0.186992,-0.069398,0.832147,0.002849,-0.550188
7.766667,-0.005922,-0.734707,-0.185615,-0.069335,0.829616,0.002891,-0.554006
7.775,-0.006145,-0.734809,-0.184133,-0.068493,0.826856,0.002393,-0.558223
7.783333,-0.006353,-0.73489,-0.182553,-0.067628,0.824078,0.00223,-0.56242
7.791667,-0.006538,-0.734941,-0.18088,-0.066542,0.821045,0.002032,-0.566968
7.8,-0.006724,-0.734983,-0.179092,-0.065458,0.817914,0.00178,-0.571602
7.808333,-0.006885,-0.734977,-0.177219,-0.064233,0.814611,0.002114,-0.576436
7.816667,-0.007082,-0.735085,-0.175235,-0.063791,0.81081,0.001487,-0.581821
7.825,-0.007271,-0.73516,-0.173178,-0.063248,0.806771,0.000916,-0.587468
7.833333,-0.007293,-0.735052,-0.171069,-0.060464,0.802693,0.001593,-0.593318
7.841667,-0.007332,-0.735011,-0.168727,-0.059025,0.798749,0.002619,-0.598756
7.85,-0.007341,-0.734989,-0.166332,-0.059796,0.794197,0.001689,-0.604708
7.858333,-0.007539,-0.735155,-0.163993,-0.058644,0.788962,-0.000613,-0.611636
7.866667,-0.007567,-0.735175,-0.16134,-0.058045,0.783565,-0.001343,-0.618592
7.875,-0.007718,-0.735265,-0.158596,-0.057237,0.777296,-0.003421,-0.626517
7.883333,-0.007643,-0.735126,-0.155735,-0.055291,0.771458,-0.003525,-0.633864
7.891667,-0.0075,-0.734867,-0.152869,-0.052683,0.765389,-0.00324,-0.641399
7.9,-0.007346,-0.73455,-0.149903,-0.050558,0.75892,-0.002533,-0.649213
7.908333,-0.007136,-0.734173,-0.146899,-0.048734,0.752265,-0.001698,-0.657054
7.916667,-0.00686,-0.733786,-0.143936,-0.046627,0.745421,-0.000764,-0.664961
7.925,-0.006497,-0.733497,-0.14095,-0.044833,0.738423,-2E-05,-0.672846
7.933333,-0.006562,-0.733861,-0.137644,-0.051337,0.731741,0.000335,-0.679647
7.941667,-0.005745,-0.733199,-0.135031,-0.0426,0.724088,0.000728,-0.688391
7.95,-0.005225,-0.733094,-0.132062,-0.041607,0.716853,0.001275,-0.695981
7.958333,-0.004702,-0.733044,-0.129196,-0.039951,0.709514,0.001149,-0.703557
7.966667,-0.004199,-0.73294,-0.12622,-0.040026,0.701574,0.000845,-0.711471
7.975,-0.00372,-0.733323,-0.122897,-0.044702,0.693512,0.000403,-0.719057
7.983333,-0.00306,-0.733098,-0.120103,-0.042352,0.686095,0.001078,-0.726278
7.991667,-0.00222,-0.732399,-0.117723,-0.034509,0.679168,0.00149,-0.733169
8,-0.001503,-0.732215,-0.114992,-0.03294,0.671373,0.002024,-0.740384
8.008333,-0.000724,-0.731977,-0.112285,-0.031038,0.663932,0.002384,-0.747145
8.016667,6.2E-05,-0.73188,-0.109567,-0.029856,0.656322,0.002798,-0.753885
8.025,0.000933,-0.731754,-0.106897,-0.028412,0.649031,0.003595,-0.760223
8.033333,0.001744,-0.731753,-0.104337,-0.026758,0.64145,0.002764,-0.766693
8.041667,0.002629,-0.731626,-0.101804,-0.025557,0.633898,0.0029,-0.772989
8.05,0.00356,-0.731469,-0.099258,-0.024449,0.626537,0.003271,-0.779001
8.058333,0.004489,-0.731242,-0.096782,-0.023012,0.619174,0.003556,-0.784909
8.066667,0.005545,-0.730919,-0.094287,-0.02147,0.611976,0.004709,-0.790571
8.075,0.006624,-0.730555,-0.091839,-0.021047,0.604332,0.0051,-0.796438
8.083333,0.007624,-0.730302,-0.089391,-0.019687,0.596178,0.005157,-0.802595
8.091667,0.008793,-0.729942,-0.087057,-0.018046,0.588959,0.006014,-0.807939
8.1,0.010029,-0.72961,-0.084783,-0.015978,0.581833,0.0068,-0.813123
8.108333,0.011248,-0.729299,-0.082471,-0.014612,0.574091,0.007024,-0.818631
8.116667,0.012551,-0.729017,-0.080204,-0.013103,0.566555,0.007626,-0.823884
