t_opti,x_opti,y_opti,z_opti,qx_opti,qy_opti,qz_opti,qw_opti
2.633333,0.148493,-0.801948,-0.225489,-0.513621,0.103304,0.005616,-0.851757
2.641667,0.148408,-0.802013,-0.22503,-0.512667,0.10353,0.005468,-0.852305
2.65,0.148343,-0.802049,-0.224578,-0.511933,0.104018,0.005491,-0.852687
2.658333,0.148222,-0.802102,-0.22408,-0.51072,0.104069,0.00539,-0.853408
2.666667,0.148139,-0.802172,-0.223562,-0.509694,0.104365,0.00548,-0.853985
2.675,0.148038,-0.802257,-0.222993,-0.508552,0.104717,0.005537,-0.854622
2.683333,0.147948,-0.802314,-0.222396,-0.507508,0.104988,0.005493,-0.855209
2.691667,0.147866,-0.802377,-0.221788,-0.506326,0.105325,0.005324,-0.855869
2.7,0.147796,-0.802443,-0.221116,-0.50511,0.105566,0.005195,-0.856559
2.708333,0.147734,-0.802494,-0.220425,-0.504022,0.105832,0.004823,-0.857169
2.716667,0.147665,-0.802557,-0.219702,-0.502554,0.106177,0.004488,-0.857989
2.725,0.147604,-0.802604,-0.218918,-0.50116,0.106398,0.004226,-0.858778
2.733333,0.147528,-0.802659,-0.218132,-0.499516,0.106657,0.004045,-0.859705
2.741667,0.147461,-0.8027,-0.217306,-0.498142,0.106964,0.003783,-0.860465
2.75,0.147394,-0.802764,-0.216469,-0.496555,0.107091,0.003556,-0.861367
2.758333,0.147353,-0.802817,-0.21561,-0.49504,0.107391,0.003339,-0.862202
2.766667,0.147282,-0.80288,-0.21473,-0.493294,0.107475,0.002936,-0.863193
2.775,0.147205,-0.802938,-0.213828,-0.491609,0.107671,0.002695,-0.86413
2.783333,0.147134,-0.802994,-0.212913,-0.489838,0.107772,0.002248,-0.865123
2.791667,0.147061,-0.80305,-0.211951,-0.488359,0.108036,0.001871,-0.865927
2.8,0.147116,-0.803321,-0.211065,-0.484793,0.109322,0.004619,-0.867757
2.808333,0.147063,-0.803375,-0.210056,-0.482926,0.109597,0.004191,-0.868765
2.816667,0.146974,-0.803406,-0.209016,-0.480921,0.109794,0.003797,-0.869854
2.825,0.146898,-0.803459,-0.207935,-0.478844,0.110209,0.003734,-0.870947
2.833333,0.146809,-0.803484,-0.206843,-0.476705,0.110418,0.003314,-0.872095
2.841667,0.146739,-0.80352,-0.205711,-0.474588,0.110902,0.003143,-0.873188
2.85,0.14666,-0.803556,-0.204573,-0.472208,0.110984,0.002728,-0.874468
2.858333,0.146448,-0.803345,-0.20335,-0.470997,0.109714,-0.000801,-0.875285
2.866667,0.146565,-0.803611,-0.202261,-0.467559,0.111389,0.002215,-0.876913
2.875,0.146373,-0.803708,-0.201078,-0.465584,0.111763,0.001987,-0.877916
2.883333,0.146352,-0.803617,-0.199876,-0.462681,0.111693,0.00139,-0.87946
2.891667,0.146269,-0.803594,-0.198646,-0.46005,0.111487,0.000929,-0.880866
2.9,0.146202,-0.803559,-0.19741,-0.457393,0.11176,0.00069,-0.882214
2.908333,0.146547,-0.803748,-0.195849,-0.455857,0.116602,0.003314,-0.882376
2.916667,0.146454,-0.803706,-0.194601,-0.453203,0.116729,0.003132,-0.883726
2.925,0.146366,-0.803667,-0.19335,-0.450567,0.116756,0.002765,-0.885071
2.933333,0.14632,-0.803622,-0.192102,-0.447879,0.11698,0.002541,-0.886405
2.941667,0.146254,-0.803567,-0.190836,-0.445089,0.117046,0.002192,-0.887802
2.95,0.145738,-0.803249,-0.189905,-0.441461,0.112226,-0.001297,-0.890234
2.958333,0.145648,-0.803162,-0.188655,-0.43877,0.112366,-0.001683,-0.891545
2.966667,0.146032,-0.803334,-0.187063,-0.437126,0.117466,0.001283,-0.891696
2.975,0.145527,-0.802973,-0.186094,-0.433383,0.112842,-0.002471,-0.894114
2.983333,0.145479,-0.802894,-0.18483,-0.430703,0.112652,-0.003101,-0.89543
2.991667,0.145302,-0.802595,-0.183466,-0.429492,0.111689,-0.006446,-0.896114
3,0.145393,-0.802705,-0.182297,-0.425203,0.112762,-0.004059,-0.898037
3.008333,0.145339,-0.802521,-0.181006,-0.421989,0.112709,-0.004225,-0.899558
3.016667,0.145336,-0.802369,-0.179731,-0.419493,0.113075,-0.004598,-0.900677
3.025,0.145689,-0.802492,-0.178155,-0.417605,0.118288,-0.001403,-0.900895
3.033333,0.145124,-0.802085,-0.177164,-0.413923,0.113418,-0.005586,-0.903202
3.041667,0.145079,-0.801891,-0.175852,-0.411313,0.113687,-0.006123,-0.904356
3.05,0.144978,-0.801735,-0.174504,-0.408262,0.114065,-0.006267,-0.905689
3.058333,0.14489,-0.801541,-0.173148,-0.40532,0.114315,-0.006691,-0.906975
3.066667,0.144645,-0.801161,-0.171762,-0.403352,0.113116,-0.00946,-0.907977
3.075,0.144728,-0.801122,-0.170405,-0.399186,0.11483,-0.007449,-0.909621
3.083333,0.144487,-0.80073,-0.168946,-0.397462,0.113978,-0.010314,-0.910454
3.091667,0.144524,-0.800719,-0.167589,-0.392697,0.115508,-0.008026,-0.91235
3.1,0.144251,-0.800364,-0.166143,-0.390668,0.114463,-0.010269,-0.91333
3.108333,0.144288,-0.800274,-0.164689,-0.3862,0.116168,-0.008416,-0.915032
3.116667,0.144164,-0.799956,-0.163155,-0.382064,0.116834,-0.009107,-0.916676
3.125,0.144439,-0.799903,-0.161387,-0.37883,0.121582,-0.006066,-0.917425
3.133333,0.143914,-0.799348,-0.160053,-0.374721,0.117536,-0.009647,-0.919607
3.141667,0.143629,-0.798782,-0.158396,-0.372269,0.116694,-0.012597,-0.920673
3.15,0.14389,-0.798783,-0.156803,-0.365658,0.12006,-0.008211,-0.922937
3.158333,0.143512,-0.798236,-0.155195,-0.362467,0.118743,-0.010534,-0.924341
3.166667,0.143353,-0.797814,-0.153534,-0.358134,0.119191,-0.010555,-0.925971
3.175,0.143174,-0.797389,-0.151891,-0.353808,0.119533,-0.010774,-0.927586
3.183333,0.142975,-0.796935,-0.150195,-0.349325,0.119974,-0.011212,-0.929222
3.191667,0.142815,-0.796424,-0.148505,-0.344732,0.120379,-0.011466,-0.93088
3.2,0.142948,-0.796078,-0.146652,-0.340142,0.123989,-0.009296,-0.932118
3.208333,0.142772,-0.795552,-0.144943,-0.335533,0.124229,-0.009805,-0.93375
3.216667,0.142502,-0.794923,-0.143324,-0.330614,0.122917,-0.010992,-0.935663
3.225,0.14232,-0.794374,-0.141615,-0.325955,0.123213,-0.011285,-0.937254
3.233333,0.14214,-0.794023,-0.139916,-0.323309,0.123518,-0.009989,-0.938145
3.241667,0.142017,-0.793288,-0.138222,-0.316792,0.12344,-0.011798,-0.940354
3.25,0.141843,-0.792766,-0.13656,-0.312487,0.123627,-0.012329,-0.941762
3.258333,0.141676,-0.792236,-0.134911,-0.308182,0.123899,-0.01257,-0.943141
3.266667,0.141503,-0.791673,-0.133254,-0.304141,0.12404,-0.012848,-0.94443
3.275,0.141332,-0.791098,-0.131578,-0.299764,0.12422,-0.013205,-0.945799
3.283333,0.141171,-0.790499,-0.129905,-0.295397,0.124161,-0.013684,-0.947174
3.291667,0.141068,-0.78978,-0.128194,-0.2902,0.124218,-0.014379,-0.948761
3.3,0.140912,-0.78913,-0.126527,-0.285719,0.12422,-0.014869,-0.950112
3.308333,0.140762,-0.788456,-0.124866,-0.281094,0.124228,-0.015041,-0.951487
3.316667,0.140593,-0.787821,-0.123234,-0.276567,0.124118,-0.015465,-0.95282
3.325,0.140477,-0.787169,-0.121627,-0.272217,0.124078,-0.01568,-0.954074
3.333333,0.140347,-0.786548,-0.120061,-0.267933,0.123925,-0.015964,-0.955301
3.341667,0.140216,-0.785965,-0.118515,-0.264018,0.123877,-0.016256,-0.956392
3.35,0.140073,-0.785378,-0.116969,-0.260134,0.123782,-0.016948,-0.957456
3.358333,0.139985,-0.784735,-0.115439,-0.256315,0.123772,-0.017348,-0.958479
3.366667,0.139841,-0.784075,-0.113883,-0.25213,0.123577,-0.017727,-0.959607
3.375,0.13974,-0.783391,-0.112386,-0.248137,0.123324,-0.018298,-0.960669
3.383333,0.139612,-0.782718,-0.110859,-0.244053,0.123266,-0.018909,-0.96171
3.391667,0.139509,-0.782029,-0.109368,-0.240074,0.123018,-0.019195,-0.962737
3.4,0.139408,-0.781369,-0.107906,-0.23608,0.122882,-0.01943,-0.963737
3.408333,0.139273,-0.780709,-0.106451,-0.232039,0.122716,-0.019689,-0.964733
3.416667,0.139162,-0.780019,-0.105021,-0.228103,0.122704,-0.019725,-0.965673
3.425,0.139038,-0.779378,-0.103627,-0.224304,0.122623,-0.019985,-0.966567
3.433333,0.138929,-0.778737,-0.102266,-0.220604,0.122477,-0.020294,-0.96743
3.441667,0.138807,-0.778093,-0.100904,-0.217099,0.122542,-0.020703,-0.968206
3.45,0.138682,-0.77741,-0.099527,-0.213241,0.12258,-0.021143,-0.969049
3.458333,0.138555,-0.776655,-0.098156,-0.209363,0.122542,-0.021539,-0.96989
3.466667,0.138427,-0.775868,-0.096783,-0.205313,0.122659,-0.021962,-0.970731
3.475,0.138283,-0.775041,-0.095397,-0.201091,0.12279,-0.022302,-0.97159
3.483333,0.138145,-0.7742,-0.094037,-0.196834,0.122803,-0.022707,-0.972451
3.491667,0.137995,-0.773313,-0.09265,-0.192428,0.122924,-0.023058,-0.973309
3.5,0.137809,-0.772429,-0.091278,-0.187997,0.123001,-0.023419,-0.974156
3.508333,0.13764,-0.771492,-0.089906,-0.183459,0.123218,-0.023716,-0.974986
3.516667,0.137453,-0.770547,-0.088533,-0.178806,0.123583,-0.024068,-0.975795
3.525,0.137259,-0.76956,-0.087173,-0.173931,0.123831,-0.024357,-0.976638
3.533333,0.137047,-0.768579,-0.085808,-0.169301,0.124247,-0.024718,-0.977389
3.541667,0.136825,-0.767558,-0.084452,-0.164513,0.124551,-0.025106,-0.978158
3.55,0.136594,-0.76652,-0.08309,-0.159791,0.124868,-0.025383,-0.978893
3.558333,0.13637,-0.765506,-0.081763,-0.154823,0.125283,-0.025722,-0.979629
3.566667,0.136143,-0.764431,-0.080418,-0.150113,0.125761,-0.025953,-0.980294
3.575,0.135889,-0.763394,-0.07907,-0.145421,0.126317,-0.026331,-0.98092
3.583333,0.135675,-0.762312,-0.077751,-0.140234,0.12699,-0.026647,-0.981579
3.591667,0.135454,-0.761171,-0.076399,-0.134728,0.127539,-0.026872,-0.982273
3.6,0.135208,-0.760111,-0.075083,-0.13002,0.127947,-0.027348,-0.982841
3.608333,0.134981,-0.75898,-0.073732,-0.124823,0.128452,-0.027655,-0.98344
3.616667,0.134765,-0.757825,-0.072402,-0.119381,0.128931,-0.027986,-0.984044
3.625,0.134502,-0.756649,-0.071068,-0.113361,0.129075,-0.028916,-0.98471
3.633333,0.134224,-0.75552,-0.069681,-0.108458,0.129135,-0.029357,-0.985241
3.641667,0.133983,-0.754356,-0.06833,-0.103086,0.12955,-0.029692,-0.985753
3.65,0.133769,-0.753143,-0.067005,-0.099289,0.129722,-0.029455,-0.986127
3.658333,0.133518,-0.751978,-0.065637,-0.094243,0.130005,-0.029819,-0.986574
3.666667,0.133276,-0.750804,-0.064313,-0.08926,0.130282,-0.030072,-0.986993
3.675,0.13304,-0.749634,-0.062983,-0.084635,0.130545,-0.030324,-0.987358
3.683333,0.132806,-0.748449,-0.061664,-0.079605,0.130818,-0.030713,-0.987728
3.691667,0.132583,-0.747272,-0.060333,-0.074905,0.130898,-0.030954,-0.988077
3.7,0.132354,-0.746081,-0.059035,-0.069998,0.13125,-0.031339,-0.988378
3.708333,0.132122,-0.744898,-0.057757,-0.065202,0.131638,-0.031869,-0.988638
3.716667,0.131903,-0.743682,-0.056447,-0.060506,0.131814,-0.032036,-0.988907
3.725,0.131658,-0.742449,-0.055192,-0.055573,0.132299,-0.032265,-0.989125
3.733333,0.131461,-0.741225,-0.053906,-0.050647,0.132513,-0.032639,-0.989348
3.741667,0.131256,-0.740031,-0.05261,-0.045853,0.132702,-0.032945,-0.989546
3.75,0.131056,-0.738689,-0.051422,-0.040788,0.132599,-0.033641,-0.989759
3.758333,0.130825,-0.737476,-0.050152,-0.034997,0.132919,-0.034034,-0.989924
3.766667,0.130643,-0.736205,-0.048893,-0.030814,0.133267,-0.03403,-0.990017
3.775,0.130426,-0.734939,-0.047625,-0.026003,0.133459,-0.034027,-0.990129
3.783333,0.130212,-0.733701,-0.046377,-0.021073,0.133758,-0.034331,-0.990195
3.791667,0.129995,-0.732419,-0.0451,-0.016144,0.133958,-0.034459,-0.990256
3.8,0.129784,-0.73112,-0.04386,-0.011411,0.134137,-0.034634,-0.990292
3.808333,0.129562,-0.729811,-0.042669,-0.005377,0.134883,-0.035291,-0.990218
3.816667,0.129362,-0.728466,-0.041417,-0.000438,0.135136,-0.035436,-0.990193
3.825,0.129136,-0.727123,-0.040156,0.00451,0.135331,-0.035803,-0.990143
3.833333,0.128865,-0.725809,-0.038836,0.011235,0.135176,-0.036533,-0.990084
3.841667,0.128694,-0.724416,-0.037591,0.016154,0.13538,-0.036917,-0.989974
3.85,0.128507,-0.722988,-0.03637,0.021128,0.135679,-0.037294,-0.989825
3.858333,0.128333,-0.721556,-0.035112,0.026112,0.1359,-0.037636,-0.989663
3.866667,0.128156,-0.720109,-0.033862,0.031303,0.136062,-0.038196,-0.989469
3.875,0.12797,-0.718604,-0.032603,0.036708,0.136253,-0.038687,-0.989238
3.883333,0.127822,-0.717088,-0.031345,0.041895,0.136319,-0.039093,-0.989006
3.891667,0.127655,-0.715548,-0.030078,0.04758,0.136366,-0.039856,-0.988712
3.9,0.127475,-0.713944,-0.028812,0.053114,0.136425,-0.040264,-0.988406
3.908333,0.127332,-0.71235,-0.027554,0.058681,0.136426,-0.041015,-0.98806
3.916667,0.12738,-0.71053,-0.026544,0.065343,0.137574,-0.039158,-0.987558
3.925,0.127198,-0.708911,-0.02528,0.070801,0.1375,-0.040286,-0.987146
3.933333,0.127003,-0.707233,-0.024189,0.077053,0.135884,-0.041205,-0.986864
3.941667,0.126864,-0.705624,-0.022754,0.081312,0.137749,-0.041251,-0.986262
3.95,0.126832,-0.704216,-0.020823,0.081479,0.140058,-0.038015,-0.986053
3.958333,0.126695,-0.702108,-0.020483,0.094437,0.136105,-0.042314,-0.985275
3.966667,0.126568,-0.700338,-0.019089,0.099091,0.136993,-0.043566,-0.98464
3.975,0.126516,-0.698481,-0.017942,0.105243,0.137395,-0.043446,-0.983951
3.983333,0.126385,-0.696736,-0.016695,0.110835,0.137044,-0.044459,-0.98334
3.991667,0.126322,-0.694936,-0.015502,0.116722,0.136943,-0.044902,-0.982653
4,0.126167,-0.693162,-0.014298,0.122253,0.13676,-0.045561,-0.981975
4.008333,0.126161,-0.691337,-0.013047,0.127885,0.136625,-0.046064,-0.981253
4.016667,0.126139,-0.689588,-0.011886,0.132371,0.136758,-0.047101,-0.98059
4.025,0.125969,-0.687835,-0.010665,0.137567,0.136617,-0.047822,-0.979859
4.033333,0.125921,-0.686073,-0.009485,0.142919,0.136867,-0.047737,-0.979062
4.041667,0.125729,-0.684443,-0.008245,0.147639,0.136451,-0.04922,-0.978346
4.05,0.125666,-0.682682,-0.007044,0.152779,0.136389,-0.049557,-0.977548
4.058333,0.125646,-0.680916,-0.005994,0.15965,0.137392,-0.050466,-0.976263
4.066667,0.125543,-0.679132,-0.004826,0.164964,0.137366,-0.051207,-0.975344
4.075,0.125486,-0.677452,-0.003707,0.169454,0.137009,-0.051227,-0.974623
4.083333,0.125385,-0.675589,-0.002548,0.174386,0.136458,-0.051552,-0.973813
4.091667,0.125258,-0.673771,-0.001444,0.179647,0.136346,-0.052204,-0.972837
4.1,0.125263,-0.671914,-0.000401,0.184704,0.13647,-0.051794,-0.971894
4.108333,0.125157,-0.670217,0.000705,0.189765,0.136124,-0.052928,-0.970906
4.116667,0.125078,-0.668493,0.001836,0.194687,0.135667,-0.053872,-0.969943
4.125,0.125065,-0.666754,0.002925,0.199095,0.135438,-0.053772,-0.969085
4.133333,0.124967,-0.664964,0.004019,0.20456,0.135592,-0.054786,-0.967868
4.141667,0.124898,-0.663285,0.00514,0.209083,0.135023,-0.055737,-0.966926
4.15,0.12492,-0.661577,0.006179,0.213376,0.134598,-0.055745,-0.966047
4.158333,0.124909,-0.659803,0.007151,0.218317,0.134456,-0.056081,-0.964943
4.166667,0.124872,-0.65817,0.008112,0.222838,0.134211,-0.057587,-0.963854
4.175,0.124817,-0.656442,0.00911,0.227413,0.133352,-0.058889,-0.962825
4.183333,0.124888,-0.654646,0.009974,0.232012,0.132844,-0.058754,-0.961806
4.191667,0.124899,-0.652876,0.010933,0.237173,0.131698,-0.059727,-0.960644
4.2,0.124917,-0.651071,0.011813,0.242255,0.131104,-0.060609,-0.959401
4.208333,0.124939,-0.649394,0.012675,0.246452,0.130445,-0.061688,-0.958353
4.216667,0.125049,-0.647474,0.013487,0.251105,0.129959,-0.061301,-0.957235
4.225,0.125089,-0.645669,0.014264,0.25589,0.129336,-0.061705,-0.956026
4.233333,0.125145,-0.643826,0.015049,0.260645,0.128585,-0.062369,-0.954799
4.241667,0.125202,-0.641971,0.015711,0.265519,0.128016,-0.062701,-0.953509
4.25,0.125239,-0.640056,0.016345,0.270345,0.12729,-0.062942,-0.952234
4.258333,0.125265,-0.638188,0.016939,0.275383,0.126709,-0.063328,-0.950841
4.266667,0.125392,-0.636156,0.017459,0.281213,0.125663,-0.063202,-0.949281
4.275,0.125442,-0.634418,0.017974,0.285485,0.125495,-0.06384,-0.947984
4.283333,0.125512,-0.632597,0.018598,0.290355,0.124313,-0.064196,-0.946636
4.291667,0.125594,-0.630906,0.01915,0.294596,0.123728,-0.06455,-0.945377
4.3,0.125658,-0.629165,0.019755,0.298712,0.123218,-0.065226,-0.944105
4.308333,0.125791,-0.627555,0.020285,0.302754,0.122715,-0.065571,-0.942858
4.316667,0.125827,-0.625881,0.020863,0.306011,0.122498,-0.066371,-0.941778
4.325,0.125898,-0.624265,0.021034,0.311158,0.118356,-0.068605,-0.94046
4.333333,0.125992,-0.622705,0.021521,0.314945,0.117518,-0.068958,-0.939278
4.341667,0.126203,-0.621355,0.022239,0.319559,0.119082,-0.067514,-0.937626
4.35,0.126306,-0.619826,0.022711,0.323091,0.118394,-0.067761,-0.936485
4.358333,0.126183,-0.618588,0.021898,0.329598,0.105009,-0.071677,-0.935522
4.366667,0.126768,-0.616791,0.023467,0.331564,0.117565,-0.067192,-0.933664
4.375,0.126921,-0.615335,0.0239,0.33511,0.116885,-0.067294,-0.932476
4.383333,0.127018,-0.613873,0.024339,0.33865,0.116339,-0.067501,-0.931249
4.466667,0.127449,-0.599972,0.027803,0.373408,0.108914,-0.077376,-0.917996
4.475,0.127549,-0.598551,0.028101,0.375899,0.108685,-0.077015,-0.917037
4.483333,0.127568,-0.597175,0.028416,0.378234,0.108595,-0.076997,-0.916088
4.491667,0.127677,-0.59579,0.028702,0.38097,0.108362,-0.076916,-0.914989
4.5,0.127398,-0.595127,0.029651,0.378855,0.108023,-0.077875,-0.915825
4.508333,0.127465,-0.59371,0.029924,0.381637,0.107648,-0.078156,-0.914689
4.516667,0.127809,-0.591598,0.029442,0.390348,0.106489,-0.07767,-0.911184
4.525,0.127858,-0.59016,0.029628,0.393394,0.105573,-0.077348,-0.910007
4.533333,0.127524,-0.589452,0.030594,0.390972,0.106476,-0.078238,-0.910869
4.541667,0.127543,-0.587897,0.03077,0.394199,0.106373,-0.077581,-0.909546
4.55,0.127706,-0.585942,0.030461,0.400653,0.105635,-0.07728,-0.906833
4.558333,0.127426,-0.585084,0.03117,0.400377,0.10646,-0.077964,-0.9068
4.566667,0.127692,-0.582866,0.030488,0.410653,0.104534,-0.077591,-0.90245
4.575,0.127617,-0.581375,0.030687,0.413924,0.104607,-0.078493,-0.900868
4.583333,0.127643,-0.57995,0.030905,0.416769,0.104284,-0.078479,-0.899594
4.591667,0.127642,-0.578684,0.031022,0.419513,0.103878,-0.077994,-0.898407
4.6,0.127509,-0.577275,0.031239,0.422468,0.103357,-0.07887,-0.897005
4.608333,0.127392,-0.576126,0.03159,0.423643,0.10327,-0.078379,-0.896503
4.616667,0.127354,-0.57478,0.031853,0.42623,0.103443,-0.077876,-0.895301
4.625,0.127218,-0.573419,0.032061,0.427889,0.104185,-0.07692,-0.894505
4.633333,0.127068,-0.572315,0.032304,0.431442,0.103989,-0.078692,-0.892665
4.641667,0.127011,-0.570959,0.032579,0.433109,0.104089,-0.077942,-0.891912
4.65,0.126831,-0.569974,0.032764,0.433767,0.104844,-0.075988,-0.891672
4.658333,0.126709,-0.568706,0.032995,0.435714,0.105184,-0.075716,-0.890706
4.666667,0.126474,-0.567599,0.033016,0.43885,0.103689,-0.076543,-0.88927
4.675,0.12645,-0.566355,0.033161,0.440897,0.103426,-0.075895,-0.888343
4.683333,0.126274,-0.565167,0.033286,0.443559,0.103247,-0.076588,-0.886978
4.691667,0.126276,-0.56401,0.033422,0.445457,0.10312,-0.076114,-0.886082
4.7,0.126083,-0.562942,0.033555,0.448949,0.102425,-0.077569,-0.884272
4.708333,0.125994,-0.561874,0.033667,0.451523,0.102323,-0.078453,-0.882894
4.716667,0.126028,-0.560541,0.033709,0.452866,0.102567,-0.076449,-0.882354
4.725,0.125846,-0.559368,0.033823,0.455536,0.102582,-0.077103,-0.880919
4.733333,0.125809,-0.558214,0.033932,0.457205,0.102489,-0.076898,-0.880083
4.741667,0.125223,-0.557569,0.032879,0.462999,0.087637,-0.078662,-0.878501
4.75,0.125731,-0.555765,0.034185,0.461504,0.1018,-0.076993,-0.877908
4.758333,0.125123,-0.555194,0.032999,0.467625,0.085991,-0.078306,-0.876243
4.766667,0.125623,-0.553216,0.034332,0.465591,0.101347,-0.077149,-0.875787
4.775,0.125269,-0.552355,0.033387,0.469869,0.090014,-0.07638,-0.874807
4.783333,0.125551,-0.550627,0.03422,0.471064,0.10084,-0.077928,-0.872845
4.791667,0.125561,-0.549225,0.034178,0.472815,0.100434,-0.077812,-0.871954
4.8,0.12486,-0.548447,0.032833,0.478258,0.085324,-0.080161,-0.870381
4.808333,0.125247,-0.546896,0.033849,0.481389,0.099017,-0.08305,-0.866927
4.816667,0.124553,-0.546382,0.032011,0.486974,0.077262,-0.083971,-0.865931
4.825,0.125354,-0.544324,0.03366,0.484302,0.098637,-0.082116,-0.865436
4.833333,0.124599,-0.543894,0.031859,0.490071,0.076049,-0.083647,-0.864321
4.841667,0.124896,-0.542379,0.032341,0.490134,0.083808,-0.081715,-0.863752
4.85,0.125218,-0.540542,0.032898,0.48892,0.091692,-0.084414,-0.863379
4.858333,0.125418,-0.540171,0.033369,0.478788,0.103147,-0.074731,-0.868641
4.866667,0.125492,-0.539176,0.033463,0.481728,0.102312,-0.076219,-0.866984
4.875,0.125423,-0.53819,0.033498,0.481156,0.102816,-0.075382,-0.867315
4.883333,0.125492,-0.53728,0.033597,0.484203,0.101906,-0.077277,-0.865558
4.941667,0.125804,-0.531291,0.033508,0.505862,0.097132,-0.08778,-0.852621
4.95,0.125838,-0.530635,0.033669,0.507891,0.096672,-0.088676,-0.851374
4.958333,0.125892,-0.528982,0.034292,0.51889,0.089646,-0.089188,-0.845436
4.966667,0.12567,-0.529856,0.033711,0.501368,0.099378,-0.081088,-0.855675
4.975,0.125881,-0.52908,0.033808,0.509868,0.096657,-0.087935,-0.85027
4.983333,0.125533,-0.52976,0.034469,0.49832,0.100825,-0.081727,-0.857223
4.991667,0.126062,-0.527652,0.035088,0.521416,0.088969,-0.091041,-0.843754
5,0.126034,-0.528264,0.034329,0.512508,0.096557,-0.088493,-0.848635
5.008333,0.126056,-0.527312,0.032207,0.485355,0.094302,-0.094648,-0.864048
5.033333,0.12609,-0.527571,0.034871,0.512701,0.097194,-0.087999,-0.848497
5.041667,0.126055,-0.526766,0.032856,0.487546,0.094665,-0.095244,-0.862709
5.05,0.126118,-0.527417,0.035053,0.512837,0.097855,-0.088275,-0.84831
5.058333,0.126061,-0.526622,0.033004,0.487932,0.095019,-0.095364,-0.862438
5.066667,0.125875,-0.527666,0.0352,0.507134,0.099756,-0.084219,-0.851922
5.075,0.126205,-0.527132,0.035149,0.51412,0.098097,-0.089602,-0.847366
5.083333,0.125914,-0.527563,0.0352,0.507383,0.099943,-0.084825,-0.851691
5.091667,0.126261,-0.52705,0.035104,0.514095,0.098294,-0.089979,-0.847318
5.116667,0.126398,-0.52711,0.034953,0.513972,0.098499,-0.090702,-0.847292
5.125,0.126614,-0.526968,0.034907,0.515938,0.097174,-0.091178,-0.846198
5.133333,0.126632,-0.526517,0.032634,0.487382,0.096765,-0.099927,-0.862038
5.141667,0.126611,-0.527601,0.034836,0.51492,0.09842,-0.093138,-0.846461
5.15,0.126641,-0.527932,0.034784,0.513823,0.098594,-0.092838,-0.84714
5.158333,0.126723,-0.527515,0.03265,0.487789,0.0961,-0.09835,-0.862064
5.166667,0.126966,-0.52783,0.032605,0.487747,0.096257,-0.098999,-0.861996
5.175,0.127048,-0.528932,0.034581,0.510627,0.098089,-0.092623,-0.849152
5.183333,0.127122,-0.529612,0.034592,0.508687,0.098435,-0.093876,-0.850139
5.191667,0.127267,-0.530347,0.034638,0.507645,0.098203,-0.094007,-0.850774
5.2,0.12752,-0.531339,0.034978,0.505521,0.097948,-0.095684,-0.85188
5.208333,0.12763,-0.532047,0.03492,0.503116,0.098582,-0.095242,-0.853279
5.216667,0.127806,-0.532085,0.032728,0.474171,0.09625,-0.103767,-0.868982
5.225,0.127942,-0.533922,0.035204,0.50121,0.09822,-0.097518,-0.854185
5.233333,0.128184,-0.534983,0.035365,0.498418,0.098752,-0.097501,-0.855758
5.241667,0.128376,-0.535374,0.036145,0.505322,0.093193,-0.100448,-0.851983
5.25,0.128409,-0.53719,0.03597,0.492473,0.099429,-0.096054,-0.859278
5.258333,0.128635,-0.53836,0.036071,0.491758,0.09877,-0.09832,-0.859507
5.266667,0.128889,-0.539663,0.036324,0.488709,0.099017,-0.098055,-0.861246
5.275,0.129011,-0.541193,0.036838,0.483508,0.100326,-0.097367,-0.864103
5.283333,0.129992,-0.541555,0.038043,0.469285,0.113026,-0.085341,-0.871615
5.291667,0.129365,-0.54423,0.037316,0.476076,0.101444,-0.098499,-0.867962
5.325,0.128342,-0.552438,0.042347,0.492397,0.104777,-0.07324,-0.860932
5.333333,0.129831,-0.552343,0.03661,0.467427,0.083825,-0.101638,-0.874159
5.341667,0.128549,-0.555305,0.042718,0.487315,0.106305,-0.074359,-0.863536
5.35,0.130683,-0.554492,0.038306,0.456083,0.104475,-0.100226,-0.878082
5.383333,0.131334,-0.561097,0.038887,0.442021,0.106632,-0.101032,-0.884896
5.391667,0.131468,-0.562783,0.038936,0.438349,0.1073,-0.101237,-0.886616
5.4,0.13172,-0.564313,0.03913,0.439749,0.106092,-0.104674,-0.885669
5.408333,0.131843,-0.566226,0.03902,0.430604,0.108764,-0.101049,-0.890247
5.416667,0.131963,-0.56789,0.039012,0.427434,0.109171,-0.101504,-0.891672
5.425,0.13205,-0.569708,0.039014,0.424195,0.109925,-0.102343,-0.893029
5.433333,0.13218,-0.571296,0.039193,0.418799,0.112452,-0.101661,-0.895336
5.441667,0.132512,-0.573064,0.039131,0.414388,0.112898,-0.099907,-0.897527
5.45,0.13277,-0.574898,0.039049,0.412013,0.112756,-0.100657,-0.898554
5.458333,0.132916,-0.576845,0.039142,0.406814,0.113393,-0.099993,-0.900914
5.466667,0.13313,-0.578748,0.039195,0.403348,0.113339,-0.100366,-0.902436
5.475,0.133001,-0.581614,0.040043,0.391171,0.115723,-0.099555,-0.90757
5.483333,0.133147,-0.583664,0.040088,0.386716,0.116036,-0.100079,-0.909379
5.491667,0.133874,-0.584948,0.039453,0.387147,0.114946,-0.098727,-0.909482
5.5,0.134266,-0.586748,0.039464,0.383888,0.114491,-0.099094,-0.91088
