"t_unity","x_unity","y_unity","z_unity","qx_unity","qy_unity","qz_unity","qw_unity"
"0.0","-0.0002220273","1.58137","0.001430981","0.003281994","-1.854077e-05","-0.009471125","-0.9999498"
"0.019999980926513672","-0.0002545118","1.581349","0.00139115","0.003315541","-6.458163e-05","-0.009518685","-0.9999492"
"0.03299999237060547","-0.0002346933","1.581375","0.001380078","0.003272596","5.264581e-05","-0.009439266","-0.9999502"
"0.046000003814697266","-0.0002526939","1.581386","0.001412824","0.003198097","-7.696822e-05","-0.009480724","-0.9999499"
"0.06299996376037598","-0.0002830327","1.581391","0.001428977","0.003271915","-0.0001115948","-0.009474902","-0.9999498"
"0.0820000171661377","-0.0002907366","1.581381","0.001430869","0.003344453","-2.849847e-06","-0.009477292","-0.9999495"
"0.09799981117248535","-0.0003024191","1.581383","0.001455903","0.003240054","2.983212e-05","-0.009451712","-0.9999501"
"0.11399984359741211","-0.00032942","1.581399","0.00143414","0.00333482","-6.846711e-05","-0.009485421","-0.9999495"
"0.13099980354309082","-0.0003225505","1.581417","0.001391098","0.003311068","-4.060194e-05","-0.009414495","-0.9999503"
"0.14800000190734863","-0.0003352016","1.581417","0.001419716","0.00322807","-7.714331e-05","-0.009467974","-0.9999501"
"0.1640000343322754","-0.0003682077","1.581407","0.001449987","0.003252499","-0.0001005791","-0.009529182","-0.9999493"
"0.17999982833862305","-0.0003676265","1.581413","0.001443624","0.003269477","-4.420802e-05","-0.009449044","-0.9999501"
"0.19499993324279785","-0.0003620088","1.581428","0.00143183","0.003303826","-2.033263e-05","-0.009475632","-0.9999497"
"0.21000003814697266","-0.0003592521","1.581421","0.001457043","0.00325386","-2.034754e-05","-0.009482105","-0.9999498"
"0.22499990463256836","-0.0003531873","1.581415","0.00148318","0.003296828","-4.42639e-05","-0.00942819","-0.9999502"
"0.24000000953674316","-0.0003573596","1.581427","0.00149142","0.003294576","-9.646639e-05","-0.009445418","-0.99995"
"0.2539999485015869","-0.0003685951","1.581431","0.001504593","0.003322845","-2.780557e-05","-0.009442958","-0.9999499"
"0.2689998149871826","-0.0003809631","1.581431","0.001486808","0.003277959","-9.699537e-05","-0.009492943","-0.9999496"
"0.28299999237060547","-0.0003659129","1.581415","0.001465902","0.00330412","-5.151704e-05","-0.009476371","-0.9999497"
"0.29799985885620117","-0.0003553182","1.581412","0.001479544","0.003277172","-9.800121e-05","-0.009496644","-0.9999496"
"0.31099987030029297","-0.0003485531","1.581429","0.001488887","0.003267768","-5.48102e-05","-0.009444968","-0.9999501"
"0.3259999752044678","-0.0003491938","1.581441","0.001488462","0.003294253","-6.010756e-05","-0.009463266","-0.9999499"
"0.3399999141693115","-0.000369519","1.581431","0.001494087","0.00327813","-5.985051e-05","-0.009458937","-0.9999499"
"0.3539998531341553","-0.0003888607","1.581409","0.001495294","0.003282373","-3.776699e-05","-0.009488414","-0.9999496"
"0.3680000305175781","-0.0003905743","1.581401","0.001488879","0.003227726","-3.362447e-05","-0.009473737","-0.99995"
"0.3819999694824219","-0.0003850013","1.581402","0.001500778","0.003269016","-3.451481e-05","-0.009471007","-0.9999498"
"0.3959999084472656","-0.0003955811","1.581408","0.001516983","0.003315754","-3.69288e-05","-0.009470248","-0.9999497"
"0.4099998474121094","-0.00041233","1.581423","0.001538686","0.003226973","-8.281693e-05","-0.009475701","-0.9999499"
"0.4240000247955322","-0.000409171","1.581432","0.001545444","0.003247635","-5.890056e-05","-0.009452981","-0.9999501"
"0.437999963760376","-0.0004120469","1.58145","0.001543969","0.00329762","-5.675107e-05","-0.009451021","-0.9999499"
"0.4519999027252197","-0.0004284829","1.581462","0.001556069","0.00330245","-5.396455e-05","-0.009471446","-0.9999497"
"0.4659998416900635","-0.000453487","1.58147","0.00158079","0.003252292","-0.0001011714","-0.009475745","-0.9999499"
"0.48000001907348633","-0.000446558","1.581471","0.001594372","0.003272622","-7.620081e-05","-0.009528287","-0.9999493"
"0.4939999580383301","-0.0004415661","1.581474","0.001618475","0.003318444","-7.592887e-05","-0.009456456","-0.9999498"
"0.5079998970031738","-0.0004367977","1.581482","0.001614772","0.003293912","-7.787347e-05","-0.009447319","-0.99995"
"0.5219998359680176","-0.0004414618","1.581487","0.00160744","0.003319325","-3.258511e-05","-0.009465277","-0.9999498"
"0.5349998474121094","-0.0004553646","1.581482","0.001622245","0.003324571","-5.386397e-05","-0.00949186","-0.9999495"
"0.5499999523162842","-0.0004650801","1.581488","0.001650311","0.003278421","-5.560368e-05","-0.009476574","-0.9999498"
"0.5639998912811279","-0.0004611909","1.581493","0.001672365","0.003252866","-5.130842e-05","-0.009456631","-0.9999501"
"0.5779998302459717","-0.0004577786","1.581488","0.001690745","0.003275747","-2.938509e-05","-0.009452105","-0.9999499"
"0.5909998416900635","-0.000454694","1.581451","0.001672402","0.00330103","-4.876032e-05","-0.00947671","-0.9999496"
"0.6050000190734863","-0.0004445463","1.581427","0.001646779","0.003238059","-4.526973e-05","-0.00950748","-0.9999496"
"0.6189999580383301","-0.0004449934","1.581408","0.001658529","0.003311589","-9.018555e-05","-0.009466277","-0.9999498"
"0.6329998970031738","-0.0004421324","1.58142","0.001682095","0.003289204","-6.759166e-05","-0.009436505","-0.9999501"
"0.6469998359680176","-0.0004495233","1.581414","0.001711555","0.003269945","-6.744265e-05","-0.009504344","-0.9999495"
"0.6610000133514404","-0.0004573166","1.58141","0.001713872","0.003290232","-2.174825e-05","-0.00950746","-0.9999495"
"0.6749999523162842","-0.0004533082","1.581407","0.001679264","0.00329184","-4.144013e-05","-0.009511176","-0.9999493"
"0.6889998912811279","-0.0004477948","1.581402","0.001656666","0.003317492","-8.538365e-05","-0.00949225","-0.9999495"
"0.7029998302459717","-0.0004483014","1.5814","0.001678742","0.003316116","-7.147341e-05","-0.00950822","-0.9999493"
"0.7170000076293945","-0.0004615337","1.581402","0.001699753","0.003312921","-7.363409e-05","-0.009503093","-0.9999494"
"0.7309999465942383","-0.0004668236","1.581407","0.001717381","0.003310617","-4.917011e-05","-0.009504652","-0.9999494"
"0.7439999580383301","-0.0004598498","1.581401","0.001703538","0.003332382","-7.972121e-07","-0.009484194","-0.9999495"
"0.7579998970031738","-0.0004542619","1.581396","0.001674987","0.003311537","-2.183765e-05","-0.009488219","-0.9999496"
"0.7719998359680176","-0.0004527122","1.581393","0.001664117","0.00328968","-4.204363e-05","-0.009486629","-0.9999496"
"0.7860000133514404","-0.000458166","1.581397","0.001688331","0.003261819","-2.052262e-05","-0.009465573","-0.9999499"
"0.7999999523162842","-0.0004632324","1.581403","0.001700543","0.003239888","-4.49121e-05","-0.009537401","-0.9999493"
"0.8139998912811279","-0.0004680753","1.581405","0.001718946","0.003307522","-6.526709e-05","-0.009471927","-0.9999498"
"0.8279998302459717","-0.0004366338","1.581393","0.001681209","0.003286478","-4.203618e-05","-0.009469572","-0.9999498"
"0.8420000076293945","-0.0004200637","1.581372","0.001648106","0.003266338","-6.588548e-05","-0.009492214","-0.9999496"
"0.8559999465942383","-0.0004076958","1.581363","0.001639314","0.003307055","5.051494e-06","-0.00949384","-0.9999495"
"0.8689999580383301","-0.00041309","1.581377","0.001649454","0.003280723","-3.635511e-05","-0.009497193","-0.9999496"
"0.8839998245239258","-0.0004155636","1.581388","0.001667656","0.003306057","-8.089095e-05","-0.009496534","-0.9999495"
"0.8980000019073486","-0.0004074275","1.581387","0.001690403","0.003308277","-4.111975e-05","-0.009495268","-0.9999495"
"0.9110000133514404","-0.0004051626","1.581397","0.001690894","0.003307806","-6.332248e-05","-0.00946945","-0.9999497"
"0.9249999523162842","-0.0003936738","1.581414","0.001684897","0.003285889","-4.002824e-05","-0.009493068","-0.9999496"
"0.9389998912811279","-0.0003908426","1.581424","0.00169266","0.003283556","-3.817677e-05","-0.009494193","-0.9999496"
"0.9529998302459717","-0.0003875196","1.581422","0.001712255","0.003311361","-1.523271e-05","-0.009514453","-0.9999493"
"0.9670000076293945","-0.0003900379","1.581429","0.001736276","0.003291852","-3.515556e-05","-0.009513925","-0.9999493"
"0.9809999465942383","-0.0003921986","1.581428","0.001736484","0.003269277","-1.213327e-05","-0.009472512","-0.9999499"
"0.994999885559082","-0.000386402","1.581421","0.001711093","0.00327169","-2.970546e-05","-0.009517216","-0.9999493"
"1.0079998970031738","-0.0003870428","1.58142","0.001685031","0.003272503","-5.564466e-05","-0.009476182","-0.9999498"
"1.0230000019073486","-0.0003908873","1.581417","0.001712754","0.003301802","-5.523115e-05","-0.009472018","-0.9999498"
"1.0369999408721924","-0.0003983974","1.581413","0.001740739","0.003279679","-5.16735e-05","-0.009496038","-0.9999496"
"1.0499999523162842","-0.0004069209","1.581411","0.001767911","0.003279157","-5.218759e-05","-0.009496097","-0.9999496"
"1.0649998188018799","-0.0004141927","1.581397","0.001741052","0.003324885","-2.905726e-05","-0.009471782","-0.9999497"
"1.0789999961853027","-0.0004242957","1.581368","0.001676403","0.003330308","-2.908334e-05","-0.009472066","-0.9999496"
"1.0920000076293945","-0.0004342347","1.581346","0.001645207","0.003309703","-8.452684e-06","-0.00949393","-0.9999495"
"1.1059999465942383","-0.0004400313","1.581339","0.001671776","0.003328369","-2.966076e-05","-0.009513397","-0.9999493"
"1.119999885559082","-0.0004427582","1.581338","0.0016886","0.003325604","-8.940698e-06","-0.009514474","-0.9999493"
"1.1339998245239258","-0.0004549474","1.581342","0.001705773","0.003329032","-3.108755e-05","-0.009511996","-0.9999493"
"1.1480000019073486","-0.0004593879","1.581345","0.001681708","0.003309434","-2.585724e-05","-0.009489756","-0.9999495"
"1.1619999408721924","-0.0004655123","1.581346","0.001641691","0.003287375","-5.149096e-05","-0.009517055","-0.9999493"
"1.1749999523162842","-0.0004588813","1.581344","0.001629524","0.003285091","-3.043562e-05","-0.009520032","-0.9999493"
"1.1899998188018799","-0.0004652739","1.581352","0.001644321","0.003303241","-5.276501e-05","-0.009476096","-0.9999497"
"1.2039999961853027","-0.0004674941","1.581349","0.001655191","0.003323499","-5.126372e-05","-0.009496661","-0.9999495"
"1.2170000076293945","-0.0004667193","1.581351","0.00166399","0.003327599","-3.389642e-05","-0.009470772","-0.9999497"
"1.2309999465942383","-0.0004859269","1.581356","0.001648486","0.003311648","-3.6221e-05","-0.009493048","-0.9999495"
"1.244999885559082","-0.0005133897","1.58137","0.001636885","0.003307447","-5.891547e-05","-0.009492203","-0.9999495"
"1.2589998245239258","-0.0005219728","1.581384","0.001639105","0.003277454","-6.128102e-05","-0.009491895","-0.9999496"
"1.2730000019073486","-0.000527814","1.581392","0.001649022","0.003325276","-6.008148e-05","-0.009487971","-0.9999495"
"1.2869999408721924","-0.0005302876","1.581398","0.001661949","0.003331335","-3.824011e-05","-0.009510477","-0.9999493"
"1.3009998798370361","-0.0005270094","1.581406","0.001671404","0.003306539","-3.91826e-05","-0.009485043","-0.9999496"
"1.313999891281128","-0.000486806","1.581384","0.00163535","0.00332668","-3.772974e-05","-0.009479498","-0.9999495"
"1.3279998302459717","-0.0004582256","1.581377","0.001600042","0.003300906","-3.691018e-05","-0.009475008","-0.9999497"
"1.3420000076293945","-0.0004667491","1.581375","0.001610391","0.003304097","-3.734976e-05","-0.009476375","-0.9999496"
"1.3559999465942383","-0.0004732162","1.58139","0.001624912","0.00330212","-3.480911e-05","-0.009455155","-0.9999499"
"1.369999885559082","-0.0004682541","1.581393","0.001642458","0.00328175","-3.37176e-05","-0.009501265","-0.9999495"
"1.3839998245239258","-0.0004689097","1.581416","0.001651816","0.003253076","-4.006177e-05","-0.009457735","-0.9999501"
